video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
3988584418,2697,640,480,what was the lady in headband doing before the video filmed the man and boy,3,0,TP,show baby how to steer wheel,sit on man and play toy,unwrapping present,cooking at the grill,hanging clothes
2892751033,2093,500,375,what did the boy do before he reach for the cup at the end of the video,3,6,TP,look back to keyboard,carry the baby down,gives him some toold,clean his hands,show him the toy
4629254613,1302,640,360,what was the man doing before going down the slope,3,6,TP,interview,reading funny book,showing off the chicks,push scooter up the slope,chase after dog
3550266372,774,640,480,what was the man in green doing before he first smashed the skateboard,2,2,TP,knock it down,turn on the wand,hold the skatebaord,drag toy towards him,leave hands of lady in blue
11585702034,1320,640,360,what was the man in black doing before he started running with the dog,0,7,TP,gesture to dog,grab the mouth,lie on floor,lying down resting,grab the toy
6371744849,990,640,360,what did the girl do before she got the blue shovel from the man,4,3,TP,stands on the side,put in her mouth,moved away,touch baby s feet,stood up
7230982816,1815,640,360,what did the man in brown do before inseting the cassette into the box,4,3,TP,look back at blonde girl,smiling,stretch out hand,a red toy,raise the cassette up
3457759630,1389,640,480,what was the baby doing before he put the caterpillar toy in his mouth,1,5,TP,playing with toy,staring at camera,take napkin,try to hold it,suck the spoon
4747636840,480,640,480,what was the kid doing before running away to the blue platform at the end,3,1,TP,looking at tv,hold the colourful toy,touch his head,touching the brown pillar,approached them
8026457212,1962,640,480,what did the lady wanted the girl to do before she gave her thered pocket near the end of the video,2,4,TP,talk,write something,kiss her,touch her feet,do a peace sign
7446323746,1777,640,1138,what did the man do before he gestured to the video near the end,2,4,TP,touch the camera,look back to keyboard,talking,stop,heat the red tube in machine
8614724062,315,360,480,what did the boy do before suddenly leaning back and throwing the ball backwards,2,1,TP,paddle,bat,smell the toy,mimic man,stretch his hand out
2444953722,675,640,480,why did the boy in brown swing his hand before the girl in the dress ran away,0,1,TP,trying to tag the girl,follow after them,stretch out hand,talk into the microphone,stop the boy from snatching
4578322223,936,640,360,what was the cat that laid down doing before it lied down at the beginning of the video,4,4,TP,stood up,look at the sea,bend down,smiling,sniffing
11585702034,1320,640,360,what was the dog doing before he started the obstacle course at the beginning of the video,4,9,TP,opened its eyes,moves it around,chase it,go back,resting on the ground
5148501793,2697,640,360,what was the baby doing before standing up at the start,1,7,TP,stretch out the hand holding board,play with sand while sitting,eating the cake,pushups,happy to see the baby walking
4524702622,1099,640,480,what did the girl do before bending down beside the wall,4,6,TP,walk over,pick up dog,goes into tent,looks forward,hold the wall
4318270124,1043,640,480,what was the man doing before he fed the dolphin the first time,4,3,TP,feed another time,rub his nose,play with toys,paddling the board,moving fingers
4794597968,1986,480,640,what was the baby doing before he started looking at the cat,1,7,TP,struggle on the sofa,playing with toy,bite toy,looked at the sofa,pooping
8284874734,780,640,480,what does the man with red flower band do before finishing dancing,2,4,TP,it stops,get down from the chair,hugs mascot,moves his head,nod his head
4531056940,770,640,360,what did the man in black jacket do before the screen turned grey,2,8,TP,stand up,look at man in white,speak to the audiences,nod his head,put hand in mouth
6045513874,1318,640,480,what did the dog with a collar do before walking to the back of the cage,3,3,TP,bark at white dog,wag tail,follow man,lick person s finger,hold up a cup
4424452250,1355,640,480,what did the man do before putting his left hand into pocket,0,8,TP,touch his hairs,take fruit,play with ball,show camera his tongue,biting it
5552271623,1268,640,360,what did the man in blue do before he kicked the ball at the beginning of the video,1,0,TP,ran away,run to the ball,look at lady in black,dance,hug the tree
8429686679,1574,640,360,what is the man in long sleeves doing before walking towards the river,1,8,TP,play with camera,sitting on chair,pull up his pants,hug the tree,stop and stand still
8072793932,1455,640,360,what did the boy in grey do before he pulls the white pail out,0,9,TP,squeeze tube,try reaching deeper,point and laugh,close the door,cries
6866325406,791,604,1072,what did the 3 girls do before they fell onto the floor,4,9,TP,look at water,climb onto the chair,try standing again,talk to the baby,spin around
4769483978,871,640,480,what did the person do with the toy before dangling it above the black cat in the middle,1,4,TP,laying on the mat,drag it on floor,look around,bite black cat s body,happy
7973772218,776,640,480,what did the boy do to the girl before she climbed down,2,7,TP,he forgot to wear,run towards the boy,hit her,playing the piano,smiles as she plays with baby
5323209509,1149,640,480,what is the baby girl doing squatting on the floor before she picked up the red box,1,0,TP,unwrap the present,open present,pick up rubbish,finding item from floor,boxing
4037449085,1093,640,480,what did the man holding the microphone do before he pointed at the end of the video,2,7,TP,pointed at the camera,holds the rope on his shoulder,talk to microphone,move left and continue singing,put hand on forehead
6787210378,555,640,362,how many times does the child swing before landing on the bar,1,5,TP,smoke,five,move legs,walking,tired
7033407269,1332,640,360,what did the man in black shirt do before he served the food to the lady in black,2,9,TP,shake her hands,give her a hug,look around,looking into temple,roll on floor
6187760154,1206,640,480,how many times did the lady tried before get onto the horse,1,7,TP,sevem,two,five,four,three
10289713176,468,640,360,what does the boy do before shooting the arrow,4,8,TP,stand up,brush his pants,look up to the person next to him,put riffle on the floor,wink
3685382768,874,640,360,what does the lady do before looking at the cmaera in the middle,1,4,TP,turn her front,look at her right,stands up,look left and right,adjust ropes
2640440327,552,320,240,what was the lady in blue doing right before she puts her hand on her face at the end,4,2,TP,put her hands up,pointed at baby,pose for camera,the girls riding,laughing
4827388766,654,640,360,what was the lady doing right before she brought the food to her mouth the first time,0,3,TP,showing food to baby,clap and dance,nods her head,take a few steps,take the food
4114876025,358,640,360,what did the baby in bib do before eating at the start,3,9,TP,walks forward,nonchalant,takes them out,touch bib,covers face with bowl
8484188496,1927,640,360,what did the men do before shining the lights at the end,2,6,TP,remove candle,stablise cloth,bend down,turned red,talk
2875226866,465,640,360,what did the man do before hitting the ball,4,8,TP,running,to make a score,to see where it lands,tie his shoes,swing the pole
4392747521,1006,640,480,what does the lady in checkered shirt do before she stops,0,7,TP,holds onto the rock,sit down,turn her front,pass the ipad,point her fingers
6876356006,615,640,360,what did the girl in black do before she was being raised up in the air,0,9,TP,run,touch baby s feet,moves her hands in the air,move mic to white scarf woman,put leash through her arm
3306288227,1669,640,480,what did the baby on the left do with his legs before he touched the stomach of the baby on the right near the start,4,0,TP,find it funny,moves the car,rub his and man s belly,touch baby on right,move it
10274034226,423,640,480,what did the white dog do to the girl before she ran off,0,7,TP,bite her arm,squat down,follow after dog,catch baby,holding paper
4704253964,845,640,480,what did the man in blue do before he walks to the door,3,4,TP,point towards kitchen,lost balance,walk,puts his hand into his pocket,to goy in grey s side
9934829764,744,640,360,what did the man in black do before falling onto the net,0,6,TP,a flip,use his hands to control,waves his hand,stood up,scared
3309878267,885,640,362,what did the man holding the bottle do before he took a sip from the bottle,1,6,TP,drink,does head bang,picks up the glass of beer,swirl the girl,flip cup for game
3054908383,2126,640,480,what did the boy do before he walked to the wall,1,2,TP,pick up pink object,show the coin to the video,push the chair in,close door,comes back
4136860893,2697,640,480,what did the shirtless boy do before he looked down at the dropped ice cream,0,8,TP,looks in the camera,take napkins,put into his mouth,offer it to the shirtless baby,eat some more
9934829764,744,640,360,what did the man in green do before the man in black jumped at the start,2,4,TP,slide,guide the tractor,holding man in black,point middle finger,hold wood
7141848245,2697,640,1138,what does the baby do before lying down on the bed for the first time,4,2,TP,get on to bed,playing with toy,comfortable,put a pacifier in baby s mouth,stare at man
5384013796,1042,640,360,what did the man do before he got up from the sled,0,4,TP,open his legs apart,go to the bells,drop his hat,move stuff away,run towards the starting point
8631926258,2206,640,360,what did the man with 70 shirt do before he took photo with the man in black shirt,2,5,TP,pick up a paper,give thumbs up,call the man over,ride away,playing guitar
7714391252,784,640,360,what did the man in green do before he lifted the weight at the beginning of the video,2,0,TP,jump into pool,ignore,put his hands on the weight,turn around,hug child
4154619533,2697,640,480,what did the man in jacket do before picking up the object and manipulating it,3,9,TP,continue digging,joking around,hand gestures to show agreement,examine the object,talking
3816401895,1875,640,360,what did the black dog do before walking away near the middle of the video,2,4,TP,sniff the grass,sit and look around,look at the brown dog,drink,move in circles
5018588436,1350,320,240,what is the guy doing behind the computer screen right before the man in the computer screen ended,0,2,TP,fix something,rub his head,pose with cards in hand,take something from the table,lower down his body
4153535077,710,640,360,what did the baby do before get his first food,4,8,TP,lick and suck fingers,cringed and shuddered,play with toys,suck the spoon,turn back
3814243589,1239,320,240,what did the man in black do before pointing his index finger,1,7,TP,sit and listen to him,talk to the other man,look at man in white,walk away,drinks from his can
6847097278,1554,640,360,what did the man in black do before the lights went out at the end of the video,3,4,TP,jump off the bed,talk and make hand gestures,turn to look,plays the instrument continuously,watch for explosion
3717997473,2268,640,480,what did the girl do before she jumped into the water in the middle of the video,0,3,TP,hand gesture,look at ground,pull skirt up,touch her head,floating
2450802750,1053,500,375,what did the girl do before she squatted down and painting,2,5,TP,points at it,look at camera,get the paint,look at boy,shake his hands
5325209799,2160,640,360,what was the boy doing before he clapped at the start,4,7,TP,kiss baby,run,cycle,look back,look at camera
7273870336,1305,640,480,what does the lady do to the book right before she jumped up,3,7,TP,walk around cake,lie on the lady,jump and run,close it,dance
8623061698,1080,640,360,what does the girl do before she blew the candles,3,3,TP,take a deep breath,take pictures,shocked,turn to her left,hold baby s hand
6903773975,865,640,1138,what was the dog doing before walking to the waves at the start,1,9,TP,follow the adult,sniffing,eating,lying on floor,barking
3457759630,1389,640,480,what was the baby doing before the lady in green shook the toy in the middle,3,6,TP,continues crawling,play with green ball,support the rake from the back,looking around,shake his arm
4487391149,2697,640,480,what did the girl do right before squatting down at the start,0,9,TP,touch the screen,bag,remove the toys from box,put cotton pad,drinking soup
4570227004,2070,320,240,what did the man do before the first time he took the balloon from the girl,0,8,TP,sit down,give back the blue toy,smile,try to move the baby,kick the man playfully
2687160943,1565,320,240,what did the man do before he went into the room,4,7,TP,move his hands,smile,stop,jump,talk in the camera
7908066554,1293,640,360,what did the baby do at the start before the girl in white pointed,2,9,TP,point to green spade,supervise,spit,say something to boy,feed horse with grass
2637595500,509,640,480,what did the baby do before he touched the sofa,2,7,TP,looking around,fall,looked at the sofa,touch baby s foot,move his arms
4852243052,1499,640,480,what did the lady in blue do before stopping in the middle,0,0,TP,push girl bicycle up the slope,falls off the blue eqyupment,laughing,look at the scenery,the girls riding
8533368895,2160,640,360,what did the guy in white do before raising his wine glass at the end,0,3,TP,look at guy in black,keep his left arm on table,flip camera,raise hands up,eating and drinking
6922125694,938,640,360,what does the small dog do before walking away at the end,3,3,TP,sit on the couch,walk away,chase tail,bite dog,lie on the ground
3685382768,874,640,360,what was the lady doing right before she touched her eye lid,3,7,TP,dance,walk,eating something,looking at her right,stares at camera
6137698705,674,320,240,what did the boy do before he pointed at a pig,3,6,TP,walk around,squat down and pat the dog,pat his head,turn one round,chasing the ball
2482879870,817,500,283,what did the young boy do before leaving the table,2,8,TP,kiss baby,stretch arms out,push the chair in,show the coin to the video,walked away hurriedly
4081870381,1224,640,512,what was the man in the blue jacket doing before he ran away,3,4,TP,move to other side of chair,walk back to camera,pick up his belongings,looking out for car,run
2551683435,818,496,370,how many times did it take before the man successfully burst the balloon,4,10,TP,jackets flap,two,drop bat,jump off,three
6591681113,834,640,360,what did the boy with green car do before he pulled his pants,0,7,TP,drag toy towards him,pull the ropes,pull his pants,gets back in lake,throws it at the centre of the table
4978322198,600,640,480,how many buses are there parked before this bus came in,3,8,TP,two,three,seven,one,five
8444144653,714,640,360,what did the lady in yellow do before the boy in red and girl in orange joined the group,4,6,TP,take lollipop out,play with the toy,singing,stretch her hands,talking
4009572078,1059,640,360,what is the girl in pink doing before she sits down to rest,4,6,TP,run towards the lady in black,playing with ball,point below the piano,hit her with cushion,move her arms
9770697904,2325,640,360,why is the lady in costume talking to the people in front before the performance offically starts,2,4,TP,close orange furniture,flip the page,introducing performance,thank audience,laugh and said something
4660797892,2697,320,240,what did the girls do before running in a circle at the end,4,5,TP,chair,pick up a ball,move to her left,put her hands up,dance
4938079475,353,640,480,what were the people doing before they first waved,3,3,TP,nod his head,raise the flags in the same direction,playing with her book,laugh,take turns to half squat
7891454958,2589,604,1072,what did the ladies in red and blue do before the man in black went to hug the man in checkered,0,9,TP,hug each other,clap,take the rope,open her arms wide,take drink
4631106366,574,640,360,what did the child do before covering himself completely near the end,3,1,TP,lean against the screen,fall down,dance again,look into camera,move legs
4389577717,1241,640,480,what did the man in red do before the stage light turns dimmer,1,4,TP,move to stage edge,ran away,contemplating to put card down,puts his paddle in it,take his phone out
3266500980,2666,640,352,what did the dog do before it was putting its head under its paws at the middle of the video,4,6,TP,jumped down,in the room,resting,chase it,moved its paws in the air
11664231455,1966,640,360,what did the grey cat do before the white cat sat beside it,4,6,TP,runs away,swipe and move away,lies down,lie down beside the box,extend paw to touch white cat
6494550655,720,640,360,what did the lady do before the boat slides down,0,1,TP,stretch out her hands,keep looking down at pedal,stop rowing,eat it,floating
2758143839,719,320,240,what did the lady near the pole do before the lady beside her went forward to adjust the snake,3,8,TP,clap,supervising,walked away,touch her face,pass to the girl
7512810680,903,640,360,what does the man in black do before throwing the last can,1,5,TP,read the card,shakes his hand,sit back,touch the ground,pass on the arrows
7500947428,1647,640,480,what did the black dog do before the baby was trying to crawl,3,0,TP,shouts,plays with the brown dog,jump again,move backward,bite dog
6063505455,367,480,640,why did the boy bend down before mopping the area under the cupboard,2,6,TP,want to pick up rubbish,put on table,try reaching deeper,get up,want to lie down
10682761273,1492,640,360,why do the dogs approach the person holding the food before the person puts down the plate,3,0,TP,blow towards the dog,hold up a cup,open its mouth,waiting for food,stop moving
3747276467,2697,640,480,what did the child do before showing the peace sign with his hand near the end,3,1,TP,play with the yellow sheet,pull the toy in front,clap hands,point middle finger,sways his body
6663748603,1945,640,360,what was the man doing before he lifted the book up at the start,4,4,TP,swinging his hands,swing the dog,sitting behind the pillar,dancing,look at camera
8915578911,348,640,360,what was the white dog doing before it was asked to perform the stunts,2,5,TP,move his head,puts the dog back on table,resting on a chair,touch newspaper,bite the bone
13925992413,778,640,480,what does the lady in front do before turning around in a circle in the middle,0,4,TP,belly dance,pick up things,walk forward and stretch hand out,said something,walk around it
8280224963,1166,640,360,what does the girl do right before blowing the candles,0,6,TP,point finger,turn around,start dancing,push the pram,pick up the toy
8714747002,307,640,360,what is the kid at the back doing few seconds before the end of the video,1,7,TP,stand and push box,running,kitchen behind,continue eating then scooped for baby,touch the vacumm clearner
8627945015,1905,640,360,what does the girl do before leaving the man in green,1,3,TP,laying,hug him,adjust her tie,bend down slightly,put hand on table
7273870336,1305,640,480,what did the people do before they jumped up and sang together,3,6,TP,clapping,looking at boy,shy,look at each other and sing,plays guitar
9645028313,1932,640,360,what did the man with the chainsaw do before taking a step back,4,2,TP,talk to man behind,wait for the fight to start,get up the slope,rub bat,look back
5929352113,425,640,360,what does the girl do before the man comes close to him,2,9,TP,move closely to the camera,hold his hands,lie on floor resting,said something,cover her mouth
4186550878,1289,640,360,what does the boy do before he starts playing the piano,2,12,TP,turn around,sits on the floor,introduce himself,stomach,bend down to play
4474236062,837,320,240,where did the boy turn his head to before he attempts to pick up the ball at the start,1,10,TP,on the floor,turn backwards,face,railings,sofa
3013435213,1037,640,480,why does the woman in black shake the person in yellow s hand before trying the honey,1,1,TP,twirl strings,thanking her,take away the calculator,put on plate,pass to lady in pink
8549729072,1333,640,360,what did the man in brown shirt do before he ran past the other guy with the gun at the start,4,11,TP,pass on the arrows,turn back,look at him,do a backflip,aim at the board
6859121305,1429,640,360,what did the man in grey shorts do before kicking the ball at the start,4,0,TP,blocks the ball,drink from cup,swing his arm,push away man in grey,position at the corner
5264432151,937,640,360,what did the old lady do before she touched the boy s head at the end,3,10,TP,take off bib,laugh,imitate her,caress baby s head,continues walking
5640939571,597,640,480,what does the baby do before picking up the food at the beginning,4,5,TP,takes a toy out,drink water,covers face with bowl,splashes the water on table,lick his fingers
