video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
3295715150,312,320,240,what did the man do after he turned backwards,2,7,TN,feed baby,take more food,points at the door,lift his strumming hand,adjust the white woman getting dressed
5124781697,1013,640,360,what does the baby do after chewing on the first piece of food,4,10,TN,lick and suck fingers,moving back and forth,takes them out,reach hand out,ask for another
3779800369,957,640,480,what does the lady do after the vehicle starts moving on its own at the start,4,6,TN,walk away,cry,walk around it,stop and point,lift up legs
2594144360,1091,640,480,what does the woman in sandals do after the dog approaches the bubbles,2,10,TN,run with it,push dog away,blow bubbles at dog,walk away,place paw on her palm
2765617638,797,640,480,what does the man do after showing the pancake,1,6,TN,pick up paper,tears it and eats the pancake,eat soup,chew,bring over to the playset
5358657883,961,640,480,what does the blonde girl do after running towards the people in costume,3,8,TN,adjust their things,lie down,put down the souvenirs,hug them,went back to dance
10186675055,461,640,1138,what did the girl do after she rode the scooter to the wall at the end of the video,0,5,TN,get off scooter,go to the adult,look at ground,lift the club up,direct baby away
5866354734,855,640,480,what does the girl do after picking up the toy at the start,3,10,TN,clap and dance,eating something,start dancing,give it to woman,throw it
3302590729,1890,640,480,what does the man in black cap do after the horse finished scratching at the start of the video,4,7,TN,moved the car on the table,continues hitting the dough,pick something up,drink,he lifts his feet
5545803872,306,640,480,why did the man say something to the baby after the baby started playing with the yellow spirit lever,2,3,TN,place baby onto other chair,run away from baby,prevent the baby from breaking it,want baby to blow candles,prevents baby from putting his shirt in his mouth
4580824633,972,640,456,what does the lady do after kissing the dog at the end,3,3,TN,hold baby s hand,gives them food,moves around,put dog back,walks back to the start
5807111717,987,640,360,what did the girl do after she finished unwrapping her gift,3,7,TN,shake his hands,drop it,put hand in mouth,show it to everybody,hands over the remote
10542271055,602,640,360,what did the girl in brown do after the boy in white pointed at one direction,3,4,TN,grab boy in blue,come closer to the baby,hit her with cushion,point in same direction,girl talks to lady
5290786898,2693,640,360,what did the man do after he showed two fingers near the middle of the video,4,5,TN,walked out of video,write on book,kick his legs,shake hands,raise up two more figers
8013531249,502,640,360,how does the boy in yellow react after the boy in blue approaches the structure at the end,3,11,TN,grabbing his shirt,watch the kids,go to the ledge,holds the structure,waves hand
8291700390,489,640,360,what does the lady in dark green do after picking up a doll at the start,1,6,TN,look at the paper,put inbox,put bucket back,covers baby legs,take off the hat
3068708457,1152,640,480,what did boy do after he finished feeding,1,6,TN,adjust the tricycle,walk away,look towards the right,swipe card,lie backwards
12212857646,1171,640,360,what does the woman do after the girl in purple runs away at the start,1,7,TN,chase after him,chase girl,plays with the stuff toy,hug them,caught her
2626670574,957,500,375,what did the man do after he finished talking,2,6,TN,climb onto horse,jump into water,continue playing with the toy,kiss the boy,start writing
3179374776,1862,640,480,how did the guy react after the baby looked at him at the end of the video,3,7,TN,touch chin while talking,pick baby up,look at camera,continue eating then scooped for baby,looks down
8581493560,1761,640,480,what does the man do after finishing placing the dough on the table,1,9,TN,turn back to table,waves at the camera,pick up paper,resumes writing,eat soup
9578365556,740,640,360,what did the white dog do after the black dog ran away,4,3,TN,sniff the remaining piece,run away,chase,pick the rolling ball up,scare him
4782721238,2697,640,480,what does the lady do after removing the diaper,1,7,TN,pick up blanket,wears clothes,touch her own face,try to get out,walk away and play
2551683435,818,496,370,what happens to the balloon after the man jumps on it the first time,3,0,TN,falls,pull baby s leg,backflip,squeezed,hold railing of bed
4433013703,591,640,480,why did the woman react after the girl in white blew out the candles,0,4,TN,clap her hands,jump,pull her cheek,copy the man,put down cupcake
3105754589,1413,640,480,what does the man do after lifting the dog onto the bed,0,3,TN,walk away,lie on it,lying,raise his arm,lie on the bed
5318938983,425,640,362,how does the dog react after the woman points her finger,3,7,TN,turn his head,try to lick her face,run away,looks at the direction,hold the dog down
5561006511,530,640,360,what did the baby do after he put his hand into the water near the end of the video,0,5,TN,splashing himself,sits,turn back,extend his hand,bite his finger
6016490500,660,640,360,what did the girl in purple do after tying her shoes,2,6,TN,clasp her hands,put hand on table,look at camera,smile and look at man,shouts and scream
6783165377,1740,640,360,what does the boy in yellow do after watching the boy in blue getting up,2,9,TN,hit the boy,spin around,picks up snow,take a bite of food,make funny faces
6804020709,574,640,1138,how does the cat react after the dog starts barking at it,1,4,TN,cup dog s face,paw at it,look at bird,look at brown cat,go to the dining table
6953995558,1080,640,480,why does the man put down his flute after playing for a while at the start,4,1,TN,to pick up a phone call,to smoke,smoke,to kiss,to talk
8490530210,1955,640,360,what does the dog do after the cat sits up,2,5,TN,play with toy,climbing over it,stare at cat,looked at camera,walked away
4507436121,2154,640,428,what did the boy do after he jumped multiple times,4,5,TN,eat food,stand still,grab the back a chair,cycle,run around
8886126628,783,640,480,what did the girl do after she finished wiping her hand,3,4,TN,give out glass,put hand in mouth,look into the camera,give towel to the lady,clap the baby s hands
2469019658,2190,320,240,what did the girl in grey and black do after showing the new shirt to the camera,3,7,TN,excited,takes her tongue out,looked at it,put it down,stand still
4810940731,744,640,360,what does the girl in pink do after getting the shovel at the start,0,5,TN,walk to other side and dig,lies down on the float,turn back,look back,put in her mouth
9170516863,563,640,360,what did the man in white cap do after they stopped playing,2,6,TN,look at the girl playing,change knife,stop playing the violin,jumps,paint different area
5384066179,1546,640,1138,what did the toddler do after falling,3,7,TN,wait for man to carry,roll on floor,raise right arm,get back up,crying
6401260917,1366,640,480,what did the baby do after he adjusted the lemon on his hands in the middle of the video,4,5,TN,dance,cycle,move the pail,on the ball,squeeze it in mouth again
2504943867,2161,640,362,how did the boy feel after the woman carry him in her arms,3,2,TN,carry her up,pick up camera,take the soap,comforted,touch the baby s stomach
3148635011,1300,640,480,what does the boy do after standing up from the chair in the middle,0,7,TN,open the book,walks forward,touch shoulders,drink,dance
10637506985,892,480,360,what does the man in white do after moving away from the wall,3,5,TN,filming,cross them,jumps,paint different area,put hand up to hi-five
3278928198,1207,640,480,how did the baby react after he saw the book at the end of the video,1,11,TN,look at the camera,want to hold it,does nt feels good,pick baby up,kiss baby
8307248068,1678,640,360,what does the boy in blue do after taking away the pipe from his mouth for a while in the middle,3,11,TN,carry bottle,stop and look behind him,stares,play with pipe,turn behind
7771048766,665,272,480,what did the boy do after he bend down in the middle of the video,0,6,TN,touch the vacumm clearner,stand behind baby,put on helmet,look in that direction,look at the camera
3920670020,810,640,480,what did the man in black do after the man in red skiied down,1,3,TN,walk towards the thrown disc,ski down,nothing,stroking the dog,looking
5150571378,929,640,360,what did the white dog do after it lied on the pillows for a while,3,0,TN,get back up,turns back on its stomach,get on to bed,play with dog,sit prone on bed
8293233026,2693,640,360,what does the lady do after the baby bumps into her,3,7,TN,touches the cheeks of baby,support baby s head with hands,move hands into water,touches his head,clasp ball together
4904919958,2697,640,480,what does the man in long-sleeved coat do after the other man gets too close to him near the end,2,9,TN,rocks back and forth,pedal faster,swing knife around,lost balance,points at it
10637506985,892,480,360,what does the man in red do after he finishes spraypainting that part of the wall,2,6,TN,puts his paddle in it,pose to catch,paint another area,look at the floor,smiles
9720878454,1342,512,288,what does the baby do after the adult pass it the balloon,0,7,TN,lets go of balloon,stand up,touch the balloon,grab the handle,put it back in mouth
8577018498,2697,640,360,how is the girl feeling after the lady caresses her forehead at the end,4,8,TN,sad,bored,angry,annoyed,happy
6416696985,741,640,360,what did the child do after he fell in the middle of the slope,3,4,TN,crawl to camera,let go of boy s hand,smiling,get up and adjust the sled,wants to go again
13197492975,1395,640,360,what does the girl do after turning over at the start,3,2,TN,jumps up,hand gesture,point at statue,pat dog s head,dancing
2848566825,300,320,240,how did the man react after the girl pursed her lips,0,6,TN,no reaction,move the cake,sat down,look back,smile shyly
5503778096,658,640,480,what did the boy in stripped do after he sat up,1,9,TN,roll around,comes closer to hold the baby,close door,look towards the right,touch the water
6435588567,1304,640,360,what did the lady in blue do after the nurse passed her the baby,0,6,TN,holds the baby,put her hand up,squat down,does hand gesture,light the candle
8331827659,2697,640,360,what does the baby do after getting onto the floor,4,12,TN,holds it,suck thumb,turn around,places the vacuum upright,crawls
7181477329,1080,640,360,what does the man in white do after putting down his microphone,1,8,TN,turn around,bend down and shake his head,kneel down,strum the guitar,clicks the picture
3298468604,856,640,480,what does the person in long pants do after approaching the clothes rack near the end,3,8,TN,put on shoes,carry cake,look to the right,hangs the clothes,a wing
3979037094,836,360,480,what did the boy do after he fell onto the ground,3,11,TN,sit on woman's lap,dance,sleep,get up,nothing
7581699054,964,640,360,what does the lady in black hair do after the girl got onto the pool noodle,3,6,TN,ducked,look at boy,happy as they smile,hold the girl s stomach,follow the girl
3799619778,2697,480,640,what does the lady do after feeding the dogs the first time,3,0,TN,run away,walks back to the start,went ouside,take more biscuits,dress the puppy
2472178749,1647,500,375,what did the people do after they raised their flags in a circular manner,1,3,TN,stand still in a formation,walk in a circle,pose for camera,awkward,prepare to hit ball
3899884605,1037,640,480,what does the lady in blue do with her hands after standing up for the second time,4,9,TN,sit on stairs,stand still,move to man,put her hands up,rub with mud
3011818579,1599,500,375,what does the boy do after he accidentally lets go of the jacket at the end,2,5,TN,follow man,walk,take it back,retrieve the ball,blow to the people sitting around him
4800889464,936,360,480,what does the man do after grabbing the boy near the end,4,7,TN,water ride,put arms behind back,play with toy,take more food,help boy get down
2681849266,2262,500,375,what did the lady holding the stick do after dancing at the camera,0,7,TN,paste stick onto paper,laugh,stand still,yes,put behind her back
2776803136,813,500,281,what did the dog do after the boy stretched his hand towards the bigger dog,2,9,TN,bends down to pat dog,put the bike down,sniff it,showering it,walked towards the baby
7876566162,2158,640,360,what does the baby do after sitting down,0,11,TN,rise right arm,stand up,cry,crawl to adult,reading book
4330113365,2697,360,480,what did the man in yellow do after the man in blue stop playing his trumpet,3,3,TN,dancing,hugs mascot,sigh in disappointment,playing a solo with his trombone,clap his hands
3837320324,839,320,240,what does the boy do after moving his hands in circle for a while at the start,3,6,TN,put on purple shirt on baby,pick up grass,cycle towards the slope,take a few steps,put it back down
3946481114,1694,480,360,what does the girl in white do after switching on the light,4,6,TN,dance happily,she drinks it,continue talking,hit her with cushion,jumping
4061202144,2697,640,360,what does the lady do after feeding the baby the first time,1,2,TN,hold onto her dress,move spoon away,put baby on leg,bite the food,pour the sand out
4220014569,2499,640,360,what did the girl do after she left the dining table,3,8,TN,went to the kitchen,touch the dog,walk to man,walk to living room,take the knife
4227122551,756,320,240,what does the boy do after the girl closes the box at the end of the video,0,9,TN,opens it again,talk,look over fence of porch,lie on his back,give to brown dog
7417682572,1816,640,360,what did the man in checkered shirt do after moving his camera to the other side of the room after the middle part of the video,4,3,TN,twirl his hands,smile in the camera,use computer,hug boy,walk away
12793616815,1444,640,360,what does the man in checkered shirt do after pointing a stick at another man at the end,3,7,TN,pull the ropes,play swing,walking,exchange sticks,looking at corals
4708181102,1004,320,240,what does the man do after dancing for a while in the middle,2,3,TN,walk to the corner,jump around,smoke,smiling and laughing,juggle balls
11544761843,865,640,360,what does the man in red do after lifting the weight off the rack,3,3,TN,hiking,touch his face,turn back,carry weight,high five the man in white
4976006471,2661,320,240,what did the lady in pink do after she scratched the back of her head,3,3,TN,put it back on,rubs the baby s neck,tickle her,push spectacle up,put away the became
4756284442,2085,640,480,what does the woman in blue do after the man in white takes out the present,2,2,TN,does hand gesture,walked away,take the wrap from the man,pointed at baby,moving her arms mini dance
2625491104,389,500,375,what did the man in red shorts do after the two men fell onto the canoe,1,3,TN,take a drink and watch him,walk away,makes a gesture too,climb up the stairs,swim
2885656050,449,500,283,what did the man do after he removed the brown sleeve from his bat,3,4,TN,get closer to baby,pick up the ball,hit golf ball,throw away,pass to the boy wearing spectacles
4848274945,756,480,270,what does the child do after putting down the spoon in the middle,4,7,TN,eat soup,turn to look at the lady,turned to talk to her,lick and chew,pick up bowl
3145073146,584,640,480,what does the person do after adjusting the helmet,4,4,TN,tidy hair,snowboarding,playing at arcade,stress,touch toy
3036261707,1476,320,240,what did the boy do after he swing his body,3,9,TN,put near his face,lie down,hold the swing,stand still,move backwards
3134451316,626,640,480,what does the man do after the child holds the edge of the cardboard at the end,4,8,TN,puts it on the table,picks it up,sit down,happy,let go
6818400710,960,640,360,what did the girl in centre do after she sat up from the bent position at the start,3,7,TN,turn towards the man,look at her hands,pick up bag,dancing,walk in another direction
3361754590,530,480,480,what does the girl in pink do after making a face expression at the beginning,4,6,TN,smiling,points the hand,shake it,pick up pink toy,pushes the spoon away
4698087865,1340,320,240,what did the man do after looking at the lady for a while in the middle of the video,2,8,TN,look at his paper,push bottles in front,play the drums,nod head,listening
5295373833,1805,640,360,what did the lady do after putting the pig toy on her body and shaking it for a while,4,8,TN,jump around,touch cart,moves backward,stand up,drop toy
10798608136,1620,640,480,what did the men do after they put down the pink object in front of the grave,0,10,TN,bow,sat down,eye contact,stretch out hand,pick up tissue
5365441719,2239,640,480,what did the sitting tiger do after it saw the other tiger walk away at the start of the video,2,1,TN,attacks again,he plays with the other tiger,overtake it,sit down in front to he person,get off the scooter
2792110147,930,640,480,what does the man in red do after placing his helmet on the motorbike,1,8,TN,get off stage,takes a photo,smiles,walks away,hi-five him
6188074487,1378,480,360,what does the lady do after waving her hand at the beginning,0,7,TN,look around,frown,hug the dog,playing golf,walk off
3953392688,839,320,240,what did the man in blue do after the boy in blue looked at him,0,11,TN,put boy on bed,look at camera,turn behind,slap his hand on the floor,look at boy in red
3146459116,1189,640,480,what did the baby do after he stopped chasing the car,0,8,TN,sit on floor,close the door of toy car,move his hands and legs faster,pick up it,tried to pick up toy
3832090694,1215,640,480,what does the man on the elephant do after the elephant stops,2,5,TN,follow to cross the road,film the dancers,kick off his slippers,point microphone away,start moving
6548136131,1367,640,360,what did the boys do after they climbed over the board,0,4,TN,jump on bed,pick up grass,use his phone,grab the back of his chair,start hitting drum harder
4756237312,1875,640,480,what does the man in white do after getting the present near the end,4,9,TN,walk forward and observe,pass the ribbon to the lady,point and talk,sitting on the chair,unwrap it
5169503584,2697,640,480,what did the lady do after she showed the surrounding with her camera,1,5,TN,standing at side of the path,point at herself again,smile,smile at camera,hold up the bottle
3763693893,682,640,480,what does the boy do after jumping down the stair at the start,1,3,TN,nothing,walked off,jump into water,swing it down,turns around and come down
3014424532,1282,640,480,what does the man do after lifting his hand off from the machine at the end,3,7,TN,lie on the boy,watch baby play,raise up,touch his face with the hand,walk forward
2433780333,780,496,370,what did the man in stripes do after bending down at the start,0,9,TN,aim,looking at each other,move forward,talk to the shirtless man,changes direction
3470364154,1938,640,480,what does the man do after putting his finger up,3,4,TN,rest his hand on the side,lift his strumming hand,pet,count to 5,move cameras
3962139149,1433,640,480,what did the man with spectacles do after the blocks are all knocked down,1,10,TN,knock it down,drink beer,adjust the blocks,thrilled,pick the toy from water
2904483441,1601,640,480,what did the lady in white do after the lady in grey put the funnel on the figure,2,3,TN,place baby a distance away,entered too,pour liquid on it,turn back to window,look to the left
5101031129,1388,640,360,what does the woman in white do after the man moves closer to the back of the stage,4,7,TN,point to someone,walked away,walk past him,walk past,sing and dance
3311422977,729,640,428,what does the lady in pink do after looking at the mirror for a while at the start,1,6,TN,move the items on her hands,look through bag,pick up pink toy,singing,smiling
3272428851,2197,640,480,how do the others react after the man in black starts singing,0,12,TN,smiling,step backwards,shy,raise hands,moves away from microphone
4734391811,974,640,360,what did the man in blue do after failing to console the baby,1,3,TN,came forward to help,scratch his chin,kick ball,waves hand,walk toward camera
5041383030,2697,320,240,where did the man with white shoes put his left hand after he made his hand gestures,4,5,TN,back pocket,on the bible,behind him,front pocket,on her cheeks
7995473880,462,640,360,what does the baby do after the girl tickles him in the middle,4,6,TN,move hands into water,laughs,walk through her legs,no reaction,play with flies
3932783395,510,640,480,what did the dog do after the person stopped patting it,3,7,TN,go towards the man,sit down,stop moving,bark,eat food
6447014305,1817,640,360,why does the child pick up one of the toys from the table after talking,4,2,TN,throws it away,look at camera,hit the toy,bite,to play
4836312838,2479,640,360,what does the man do after talking to the phone for a while in the middle,1,7,TN,slings his bag across his shoulder,pass phone back to woman,happy,start performing,stands still on the left
2454011165,571,320,240,what did the last man do after his friend gave the thumbs up sign,3,10,TN,tidy hair,blow to man,hold her hand,dance,dig deeper into box
5224805531,1287,640,480,what does the baby do after blowing out the second candle,3,3,TN,take pictures,claps,kneel down to take photo,point to the cake,clap their hands
4599618003,2194,640,480,what does the boy do after he fell the first time,0,7,TN,stand up,cry,hit water,move his hands vigorously,cover himself again
2873016575,2697,320,240,what does the baby do after attempting to bite the newspaper at the start,0,5,TN,stare into camera,put newspaper on head again,laugh,put his thumb in the mouth,put hands on book
4794597968,1986,480,640,what did the baby do after it looked at the cat for the second time,1,2,TN,walk away,struggle on the sofa,pet cat more,look at baby,turned to look at cat
7976269039,1561,640,360,what does the woman do after opening the gate,4,7,TN,dance,swing her body,clap hands,looks forward,take drink
2813115358,2111,320,240,what was the boy at the side doing while the lady was rolling the dough on the table after the middle of the video,1,6,TN,looks up,shaping the dough,hold her hand,reach for more food,pour flour
5884064019,1034,480,640,what did the boy do after running to the toy drum,2,6,TN,throw out white item,jump into water,hit the drum,press the yellow button,look through the box
3283297593,310,640,480,what did the boy in grey do after he was kissed,4,7,TN,cover the cup,look at baby,playing,sit up,look away
12166028574,2650,640,360,how did the woman react after she saw the baby play with the house at the end of the video,4,0,TN,feed the doll,jump up and down,cry,walk away,smiling
7971444414,2031,640,360,what did the boy with brown cap do after he received things from the three people on the rock,4,2,TN,pick up the other side,point to bucket,look at him,shake hands,walk to woman in black
8665030691,830,640,362,what did the boy do after kicking the ball away,0,8,TN,prepare to hit next ball,laughs,retrieve the ball,paddle,look at direction of ball
10163913366,481,640,360,what did the boy in green do after the boy in orange tried pushing his head towards the end of the video,0,11,TN,holds the boy in orange again,run away with ball,drop the ball,move his body,play with instrument
2738131533,1989,640,480,what does the lady do after the puppet rises up with a purple toy,4,7,TN,walk away,sit there wait,wear it,laughs,take toy from it
2685919415,1322,500,375,what does the white truck with van do after moving forward for a while at the start,4,7,TN,look at the car,run away,come backwards,pour drinks,turn towards the right
4164771532,756,640,360,what did the man do to his helmet and headcloth beside him after taking it out,4,4,TN,fire multiple times,return the pipe,lick thumb,phone,resting cycling equippment aside
4372087522,450,640,480,what did the girl do after the boy went down the hill,0,3,TN,run towards the boy,pull him back,adjust baby s position,touch baby,stopped moving
2735603242,436,320,240,what did the boy with brown hair do after he put the fork down on the table,2,9,TN,put pumpkin in plate,moves the fork,pick up spoon,chew,dog treat
3336398510,1693,640,480,what does the man do after running down the hill near the beginning,4,6,TN,try to get up,follow boy,swings again,it starts running,fly up
3778867714,2697,640,480,what did the lady in pink do after she took the red paint bottle in the middle of the video,0,11,TN,pour paint on the paper,cover the camera,tilt head forward,hug girl in pink,open her mouth
5408572348,974,640,480,what does the baby in white do after the girl pours the water at the start,4,7,TN,hit lady s face,kick legs to paddle,wipe hair with wet cloth,put plush on the floor,dips her ladle in
