video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
5176535833,2697,640,360,why did the girls throw the crushed papers from the box around,2,1,CW,to clean the floor,to draw on the paper,paper blocking them,to play with dog,easier to put things in
5436130345,1680,640,424,why does the boy put his tongue out towards the end,1,2,CW,to throw out,playful,speak to someone,finish singing,show by man in black
3023021780,664,500,375,why does the girl raise her arm higher up at the end,1,3,CW,moving baby s hands,playing,holding the dog s collar,adjusting self stick,interacting with audience
11396390844,494,640,360,why are the two men staring downwards,3,4,CW,look at the book,adjust something,taking photos,looking at paper,look at the cameraman
5332533757,1351,640,480,why do the men in black constantly hold onto the metal throughout the video,3,1,CW,lighting weights,want to test strength,part of performance,support metal structure,show where to hit
2408143908,940,320,240,why does the man in red helmet keep staring into the trees in the middle of the video,4,4,CW,to video him,adjust screen,adjust aim,look at something,look at man doing flying fox
4704253964,845,640,480,why does the lady in white turns back near the end,3,3,CW,hold the bowl,talking to cameraman,engage the audience,to get her glass refilled,hold the bottle
2407008208,1346,640,480,why do the divers wear goggles,3,4,CW,to get onto the boat,showering the dog,cooling,see better underwater,oxygen
2413341572,2181,640,480,why does the man in red hoodie put his both hands up nearing the end,0,4,CW,instructed by bespectacled man,need to play the drum,acknowledge,on ship,tourist
4254574573,975,640,360,why does the user touch the screen,4,2,CW,it is a barrier,hand gesture for bear,typing,live webcam,to check the effects
13514394984,2667,640,360,why did the short hair girl stand up on the piano chair after playing the piano for awhile,3,0,CW,even out cake,to slide from left to right,prevent her from eating,get something from the piano top,make musical sound
4337269702,1512,640,360,why does one of the small cat keep smelling the cushion in the middle of video,2,3,CW,paw got wet,eating,playing with it,happy,change sitting position
2660007586,1104,500,375,why is there no other vehicles around the area where the lady stops,1,8,CW,off road,pavement to walk,hot sun,instructors,do not want shoe to get wet
7173974984,1018,640,360,why did the dog stopped moving forward near the end of the video,0,9,CW,man step on leash,pick up ball,look at the lady sitting,eat the food,imbalanced
5614883965,1785,640,360,why did the adult touch the cabinet door after the baby sits down,3,2,CW,resting,dance,pick up the white thing,prevent baby from bumping head,trying to reach the height
4438105322,313,640,480,why is the water white in the middle of the lake,4,8,CW,ready to go boating,elephants are dirty,taking photo,prepare to jump into river,waves
5350306994,1683,640,360,why did the baby put the bottle into his mouth after touching it,3,0,CW,to show he was finished,for fun,to lick it,to drink,to ask for more milk
3654268385,828,640,480,why is there a boy standing beside the boys and not holding on to any puppets,2,4,CW,busy playing with baby,hot weather,support the others,instructors,to keep it dry
6802113321,1408,568,320,why did the book fall off the baby s hand in the middle of her reading the book,1,1,CW,boy hit book,lost grip,dog pull,book tear,book slippery
2738551693,1941,500,375,why was the man in white standing behind the trolley in the video,1,7,CW,walk away,making noodles,pull the fish in,protect against the chemicala,play with the toys
5842920195,1756,640,480,why did the lady bend down at the end of the video,2,4,CW,put something on the floor,drag the red box,carry girl,picking something,indicating to the camera man
6950739901,1065,640,480,why did the girl put her hands on the floor before she stands up,0,1,CW,support herself,clean floor,keep the broom stick,lost balance after dizzyness from spinning,get close to audience
6037425775,577,640,360,why is the lady carrying flowers,4,2,CW,to dance with girl,for sale,she was asked to,let the baby smell,part of outfit
7585333734,1436,640,480,why did the boy in black sway in the video,1,2,CW,to be audience,enjoy the music,playing piano,done playing change instrument,look at man in blue
8630772610,1605,640,360,why did one tiger get up the stone near the end of the video,4,4,CW,catch the chicken,jump into water,avoid getting hit,sunbath,escape from other tiger
5904877869,848,640,480,why did the man at the right clap his hands during the whole performance,1,1,CW,play music,keep the beat,focused,give intructions,celebrate his birthday
3229982634,885,640,480,why do the women laugh towards the end,4,4,CW,playing with balloons,find their poses funny,read something fuuny,speak something interesting,happy
4284211659,1069,640,480,why does the child walk over to the sofa,0,0,CW,climb sofa,comfortable,playing with it,to find the dog,close to him
7368921690,918,640,360,why is the baby in pink moving around and opening her mouth,1,2,CW,eating,excited and playing,found it funny,choking,trying to speak
2715505162,2478,500,375,why are the girls laughing,4,5,CW,gesturing,look good in camera,satisfied,playing,fun activity
5128771839,1197,480,640,why do the children put up his hands at the beginning of the video,2,0,CW,boy played with him,yawn,to put the safety bar,balance to stand,to check the water level
4458565343,2561,640,428,why does the man in blue wear a cap,3,1,CW,hug dog,expressive,sledding,sunny,looks cool
6149161928,2690,640,480,why did the children wear party hats in the party,2,0,CW,photoshoott,fashion,celebration,celebrate national day,performing
7181597283,439,640,362,why did the man moved his hands around in front of the plane,0,8,CW,direct the plane,surrender,celebrate,free his hands for something,pick it up
5597037980,1205,320,240,why did the boy put the bottle in his mouth after taking it up from the table,1,2,CW,make his hand wet,to drink,easier for him to drink,part of performance,to wipe his face
2443708558,774,640,480,why did the performers stay at one pose for a while,0,4,CW,last pose,get picture taken,dancing,more comfortable playing athe their spots,change posture to support baby
6709738709,2072,640,360,why is the roof white,3,1,CW,light reflecting from lamps,painted white,from hailstone,snowing,sun reflection
4917446097,952,320,240,why are the people in the video moving their bodies,1,4,CW,hammock swinging,dancing,pretend to be something,photo taken,pedalling
5241603640,795,640,480,why do some boys dive and get up standing beside the pool,2,2,CW,diving stance,help him walk,want to try again,kick ball,singing
5875930220,2697,640,360,why did the man in black lift the container up at the end of the video,3,9,CW,adjust the shape of the container,take a photo,to check the container,pour content out,put water in container
6789657160,830,480,640,why does the man at the counter wear face mask,4,2,CW,painting a board,stylish,part of outfit,for fashion,hygiene
11261138255,873,640,1138,why did the girl kneel on the floor at the beginning of the video,3,1,CW,to reach book on floor,to pass the baby,take balloon away from baby,lost balance and fell,to help her get up
4442953867,2697,640,480,why did the girl throw the two toys sitting on the box to the floor at the beginning of the video,4,4,CW,to play with the baby,for support,get baby s attention,get ready to catch ball,remove them from box
3060710599,1047,320,240,why did the boy shake the plastic bag,0,1,CW,remove the toy,play with the bag,clean it,check the bag,take his food out
7209064294,1170,640,480,why did the girl wearing pink put her finger in her mouth after being turned to her left,1,4,CW,play with it,hungry,talking about it,check on friends,satisfied
3344099157,647,320,240,why is the lady looking at some sheets while playing the instrument,3,1,CW,control the music,refer to script,control the screen,reading the chores,express her words
7243131156,1297,480,720,why did the girl s expression change as her movements change,3,8,CW,looking around,follow where balloon bounce to,large crowd,being dramatic,to amuse the baby
3225620425,1274,640,480,why is the man in black the main person talking to the camera,4,2,CW,learning,emcee talking to audience,imitate,control the ball,introducing the activity line up
5088084660,723,640,360,why did the girl bend forward in themiddle of the video,0,4,CW,to get closer to camera,support baby,pick up hat,to talk loudler,adjust the posture of the girl
7273870336,1305,640,480,why does the lady on the right hold a book up,2,2,CW,not her turn,they sing in turn,refer to lyrics,sing different parts,swinging to the music
7004267908,849,640,360,why is the green shirt woman pressing something in front of her while the pink shirt woman scoop thing,1,1,CW,acting,mash the food,show thr room,turn on the television,turn on the light
2773995762,1084,500,375,why are there plants in the water,0,0,CW,aquatic plants,water coming from sprinkler,displaced water when they jump,animation,hold for balance
10682761273,1492,640,360,why does the small brown dog refrain from approaching the plate when the two dogs are around the plate,2,3,CW,shake hands,to pick the food up,not aggressive like the others,think it is food,salivating to food
6825044676,768,640,480,why did the black singlet woman and grey shirt man wear hats,3,2,CW,learning,listening attentively,holding the console,sunny,safety
4255209419,304,640,352,why are the children outdoors at a snow hill,4,0,CW,build snowman,flying kite,fetch a dog,play with snow,playing sledding
4681488749,659,640,480,why is the man with spectacles making funny faces,3,7,CW,having fun,hot,gesture,trying to make people laugh,to blow
3764313862,898,320,240,why did the baby lean on the sofa when he stood in the living room,3,0,CW,dancing,try to catch boy attention,look for him,cover his face,not to fall down
3487539480,967,640,480,why do the boys hold a basket each,3,3,CW,ask for food,put fruits,prevent clothes from being wet,store eggs,carry their dirty clothes
4028034957,512,640,480,why is the baby laughing,2,8,CW,having fun,man is making baby laugh,saw the toy,enjoying popsicle,enjoying the water
8626961138,2550,640,360,why did the boy with light brown beanie jump over the yellow shovel,3,7,CW,excited,want to dig the sand,try to catch it,blocking his way,he is playing with him
10111267264,1451,640,360,why does the shorter boy in orange stop playing towards the end,1,2,CW,not as proficient,finished,get closer to the other man,give toy away,saw ball go different direction
4442957886,834,640,480,why is the baby dipping the bread into the soup at the start of the video,0,1,CW,eat bread and soup,playing with food,to feed the dog,prevent spilling,chew and suck on it
10289713176,468,640,360,why are there other people standing around the boy,1,10,CW,play game,watch him,having a conversation,facing the camera,dancing with the baby
3582640697,336,640,360,why are the people wearing shoes and long socks,3,6,CW,cold outside,walk in mud,personal preference,for hiking,protect themselves
6296684125,732,640,360,why did the person in black carry a child in green hold onto a plate of food,1,6,CW,portion his food,eat,prevent mess,girl was throwing food at floor,to feed bird
3420447174,563,320,240,why are the crabs put into tall buckets,2,0,CW,force by boat,curious,to be kept,looking at corals,swimming around the pond
7512011714,1554,640,480,why did the lady look behind her halfway through when she was cycling,1,1,CW,to be on same pace,check to see her companion,push bike forward,balance,end of safe path
6673828083,2087,640,480,why is the person holding a phone in front of the dog while it is ripping the present,4,4,CW,move them away,knock the other one down,protect his food,eating the meat,taking a photograph
5263195812,2335,640,360,why did the man in crew cut spread his hands out as he is talking,2,1,CW,having an interview,emphasise point,visualize his words,keep the rod fixed at one place,showing dance moves
4756284442,2085,640,480,How does the man in white place the cup at the end of the video,1,5,CW,get ready to hit ball,place back into the box,put on table,to drink from the glass,ball is under the table
4389577717,1241,640,480,why did the man in red bend his legs in the middle of the video,3,9,CW,check on his friend,avoid getting hit,pick up the stick,part of performance,he was pushed
3344099157,647,320,240,why does the lady in black puts a clip on the book near the beginning,2,2,CW,reading from paper,show the people around,to prevent it from unfolding,talk to camera,thinking
3654654006,2552,640,360,why is the girl in green holding on to a stick,4,0,CW,loose and dropped down,for her to hold too,listening to her,engage children,play golf
3091550860,1650,640,480,why did the man wearing the hat then pick up the glass up after putting the bottle down,0,1,CW,show wine in glass,because he gave up finishing,feed baby with milk,wants to try,checking
3098368505,2694,640,480,why is the boy sitting on the man s lap,1,1,CW,reading book,santa claus giving out presents,eating on the table,lean on the man,child can see cake
5356516473,2022,640,480,why does the girl approach the santa claus at the end of the video,4,7,CW,receive gifts,take out wrapping,pick up something on ground,to take photo,kiss his cheeks
8429686679,1574,640,360,why did the woman bend down after she entered the water,2,5,CW,washing her feet,drink,swim,talk to girl at same height,try to get her into water
3388614426,1263,640,480,why did the lady stretch her hand forward towards the man after she wiped her tears,1,3,CW,check if it s blocked,hold his hand,want to blow out candles,clean her mouth,prevent her from coming
3280713976,2697,640,480,why is there a christmas tree,3,8,CW,hiking,wind blow,flying fox activity,christmas celebration,playing around the tree
8787162041,2325,640,360,why is the baby dancing around in the middle of the video,3,4,CW,fell cold,playing,can not walk,excited,to feel safe
6576808811,1125,640,360,why does everyone kneel down,0,0,CW,playing game,look at the bucket,careful of the rocks,watching cartoon,part of performance
7122827809,924,640,1138,why does not the man wearing blue pay any attention to the man wearing colorful costume,0,3,CW,uninterested,sunny outside,playing,wait to perform next,expressive
9970821386,1170,640,360,why did the lady behind the baby clap together with the baby after baby point to a alphabet puzzle on the floor,0,3,CW,encourgement,encourage baby,does not know how to play,wants to eat cake,try to open it
5596610883,2660,640,360,why did the lady raise the keychain up after she took it out from the package,4,6,CW,to play again,to take other toy,finding something,wants to eat the cake,show to camera
4343935954,1675,640,480,why is the girl in pink climbing the ladder at the back in the middle of the video,2,5,CW,to get down the step,play with baby,wants to play slide too,dancing,more comfortable position
7368921690,918,640,360,why are babies swinging their hands,0,3,CW,baby are excited and playing,angry,play,learning to swim,starting a fight
2783505892,2697,320,240,why is the man in black wearing a cap,3,1,CW,assist the chef,playing guitar,hot sun,shield from sunlight,part of performance outfit
4967363921,1525,640,480,why did the lady in blue drink some water before continuing to eat her food,0,9,CW,thirsty,easier to see,to keep the water bottle,to pour out liquid,she is dozing off
8623311799,1266,640,1138,why is the lady in turquoise holding the handle on the seat before the end of the video,1,5,CW,pick toy up from the floor,hold for balance,snatch something from girl,to get close to baby,can not walk properly
8716087070,772,640,360,why did the man take down his bag after walking nearer to the airplane,1,2,CW,wipe girl face,free his hands for something,stabilize it,get up the slope,give signal to pilot
4379169063,742,640,480,why did the lady opened her eyes and made faces in the middle of the video,2,7,CW,observing the toy,pick up towel,posing in the camera,to get down,look at audience
3175698273,2670,320,240,why do the three people have to pin down the man in brown at the beginning of the video,2,3,CW,pick up the fish,stop baby from going too deep,make him wear hat,hand gesture to throw,pick ball up
3924742603,1464,640,360,why did the man in black and the woman in white hold hands and walk along the sea,2,0,CW,keep safe distance,take him awat from the water,strolling,cautious walking,looking at it
5748513118,1091,640,362,why do the man in brown and the man in light blue look at the people in dark blue,1,3,CW,dj,watching the performance,focusing on computer,demonstrating,watching the race car
8627945015,1905,640,360,why does the man in green stand in front of the lady in black,4,7,CW,lead singer,to catch the ball,acting,show concern,pose for her
3098429260,1816,640,480,why did the lady shift the baby in white in the middle of the video,2,5,CW,balancing the item,performance s act,baby in white wanted to rest,let baby play,pick something up
7211479772,466,640,360,why are the children wear gloves,2,5,CW,painting,playing balls,playing in snow,prevent being dirty,woods
9494885165,765,640,362,why is the person in blue lying on the sand,3,4,CW,playng with kids,chating with lady,hug dog,enjoying the view,pose
2937016891,484,500,375,why is the man in blue holding a rope,0,5,CW,leash of dog,to climb up,protect clothes from food splash,help the girls,cycling
2433780333,780,496,370,why is the man in stripes wearing a glove on his left hand,3,3,CW,catch the ball,protect hands from friction,to protect himself,greater accuracy,for grip
12422945153,622,568,320,why does the baby in grey raises his hand after rocking up and down the chair,1,1,CW,put her hand on spatula,to point at something,block man,try pull baby to sit up,wants hug
13974254491,545,640,360,why does the man in beret hold a microphone,0,0,CW,singing,protect eyes,practice shooting,dancing based on the song playing,fashion
6655382451,2160,640,424,why is the boy holding a toy as he moves around,0,2,CW,play with it,selling the toy,change posture,gives him comfort,feeling the music
9641305350,1155,640,360,why is the child wearing a float at the back when he plays in the water,0,3,CW,stay floated,wave hit him,to have fun,playing in water pool,swimming in deep areas
11688108404,431,640,1138,why did the boy stuggle to walk in the waters,3,2,CW,drag float away,watering the plants,approach to yellow float,sticky sand,stay floated
4846510937,1164,352,288,why did the girl stop halfway after cycling for some distance,2,2,CW,keep a distance,making careful steps,take a break,done speaking,pick up drinks
4484139222,1190,640,480,why is there lights focusing on the people on stage only,1,6,CW,singing,main people,listening to speaker,see them clearly,bring attention to performance
4888273655,693,640,480,why is the lady wearing shades,4,2,CW,the baby s toy,direct attention,live webcam,grooving along with music,sunny weather
5271223888,901,640,360,why is everyone in the group wearing a hat,1,1,CW,performing,cold,part of the attire,stay together,hiking together
2738131533,1989,640,480,why is the lady crying towards the end of the show,2,3,CW,because no one is near her,playing with baby,upset,finished reading,hug man
2467532859,611,640,428,why do the men keep their hands below later in the video,2,3,CW,pushing the rod,to pick up something,try to lift the girl up,to get up,he reached the shore
4795305639,2697,640,480,why did the man with red life vest hold the pole on the boat near the end of the video,0,10,CW,stabilize himself,fishing,to help his friend,push boy,going to bump into tree
7188203256,720,640,360,why did the girl with red and white striped shirt jump when the white shirt girl fall,2,3,CW,shocked,skipping rope,dancing,playing with a toy,man push her
5309902755,2052,640,480,why is the girl in black moving her left hand constanrtly,3,9,CW,carrying the baby,reading book,help girl stir,playing violin,holding on to a straw
3024175076,655,640,480,why did the boy in the striped shirt bend down to pick up the wheel when it dropped,1,1,CW,check the path,to do a stunt again,because it is a dead end,pick up ball,motorbike can not move
8584386428,469,604,1072,why are there so much dead leaves on the ground,3,4,CW,obstacle,shot during practice,pay respect,trees around,boy throws it
2432458239,517,640,480,why did the lady walk towards the waters,1,1,CW,careful not to fall,release crab into sea,to rhythm of music,adjusting something,get to other side
7001183247,2697,640,480,why did the man in white walk away after pushing the man in black,3,7,CW,demonstrating,introduce to audiences,to see if it works,to push another man,listening attentively
6006751278,2697,640,1138,why did the man in white bend down at the start,3,8,CW,to scratch feet,see where the ball is falling,pick up rocks,pick up paddle,checking for damage
4452848541,840,640,480,why did the man in stripes raised his hand in the middle of the video,3,5,CW,immitate girl to play,balance,using his phone,gesture towards camera,gesturing in his speech
9662978367,879,640,360,why did the kid keep looking down as he rode the bike,3,3,CW,go across the pond,scared,practicing,looking at the pedals,lost his balance
5119093874,322,640,360,why is the boy bending down at the beginning of the video,2,0,CW,look at something,pick up the bicycle,holding a hen,to walk further,pick up slippers
6548136131,1367,640,360,why does the boy in blue touch the wall while climbing over the board,0,9,CW,stabilise to prevent from falling,use the ladder on wall,glove stuck,follow the man,wiping the wall
3414001879,352,640,360,why are the 2 men walking past the audiences when the lady on the horse move past,3,1,CW,check on her,give lady assistance,strolling,they are looking for their seats,adjusting something
5620721035,430,640,480,why did the boy lift his right leg at the start of the video,3,0,CW,performance,suck his thumb,pose,want to climb up sofa,want to jump around
2681849266,2262,500,375,why are there so many wooden sticks on the table,0,4,CW,paste onto paper,for girl to play,as the people are having a meal,dining table,for baby to play with them
7350473698,2697,640,360,why was the man and lady passing the microphones to each other,1,7,CW,singing,taking turns to speak,playing a game,trying to change batteries ,following instructions on screen
3909396283,1605,640,480,why does the black puppy cross over the puppies,1,6,CW,interested in playing with,bored,fighting to drink,very cold,owned by ownder
3976362264,1038,640,480,why does the child sit on a mat,2,0,CW,making her ready,learn to stand,play with toy,support,play with toys comfortably
7877082996,363,640,360,why did the man moved upwards after he fell down,3,4,CW,change posture to support baby,blocked by pumpkin,snow blocking him,pushed by water,moving the cardboard backwards
4009018967,926,640,360,why do the girls hold each other hands,4,2,CW,in case she falls,spin around,having fun,support baby,dancing pose
13693908355,717,640,360,why does the man stand up higher halfway through the video,0,8,CW,better filming the scene,heat up red tube,talking to friend,to check the water level,talk to cameraman
9177467036,648,640,360,why is the man shooting the balloons,1,5,CW,air resistance,part of play,picking up food,to entertain the cat,hype the crowd
8052306711,2697,480,360,why is the old man holding the handles while walking,2,1,CW,dancing,finished controlling the helicopter,for support,to kick ball,talk to man behind
4310885436,2697,640,360,why are the 3 girls doing the same actions,1,0,CW,sisters,dancing performance,to dance with girl,going for a ride,stopping her from touching cake
4940333006,829,640,480,why is the group of people on the boat,4,0,CW,tourists,wind blowing,hub area,paddle,on a boat ride along river
5823056008,1080,640,360,why are there a group of people way behind the first group of people,3,3,CW,chasing them,looking for the golf ball,to push the children down,hike slower than first group,ensure safety
7350473698,2697,640,360,why did the interview move the microphone stand towards the man while he was talking on stage,0,3,CW,his turn to speak,for him to clean,end of performance,pose,for him to change batteries
7649295416,2697,640,480,why did the woman bend down in the middle of the performance,4,4,CW,dance performance,look for the thrown object,dancing for fun,to rhythm of music,change the volume
6214663036,692,640,360,why are the womans hands moving,2,5,CW,dancing with the baby,push the rake,hand gesture,speaking,dancing
4257050287,937,640,480,why did the man shake the toys on his hands together when the baby hit the drums with the sticks,1,4,CW,congratulate him,moving with the rhythm,let the red toy hit,wants to play,teaching the kid
4308410480,2692,640,480,why did the boy in black wear a mask,1,0,CW,laughing,playing attire,it s sunny,breathe underwater,protect from sun
6591879935,1783,640,480,why did the man remove his left hand from the guitar when one of the children wanted to cross over,4,6,CW,feeling the music,strumming the guitar,checking on other members,moving to the beat,make space for boy
4337260624,1344,640,360,why did the small grey cat stood up against the shelf when the person took the red toy up,3,11,CW,to prevent it from snatching,it was hungry,it felt tired,to play with ball,check out what s inside
7891454958,2589,604,1072,why did the man in black suit walk towards the man in checkered shirt,1,2,CW,adjust shades,to give a hug,grab some food,grab money,get off from motorcycle
3962924320,1363,480,360,why is the man touching the baby under her armpits,4,1,CW,playing with the baby,tickle him,clap his hands,play piano,lift it up
4039930746,1095,640,480,why did the man in white hold onto the rope that is attached to the horse,3,3,CW,being dragged,taking video,cowboy,keep the horse by his side,show something
7018743865,762,640,360,why does the person in dark blue take his phone out after unbuckle his vest,2,2,CW,record the activity,adjust to a right position,check message on phone,distracted,cold
3688391139,2160,640,360,why did the lady in white switch seats with the lady in black,1,3,CW,prefer standing,lady in black seat was dirty,watching to ensure safety,pass the package,hold the bottle
5672163231,1195,640,360,why were the three of them hunched over the fire at the start,0,8,CW,making fire bigger,remember the occasion,to pay respect,performing some music,demonstrate to girl
3265024425,1150,640,480,why are the animals in the cage,0,1,CW,for safety of others,want to get food,for animals to sleep,playing with each other,washing the animals
3643922241,408,640,360,why did the child in stripes step on the board with one foot at the end,1,6,CW,presentation,that foot controls movement of skateboard,rest on the toy,prevent shoes from getting wet,learning to walk
3272428851,2197,640,480,why did the man wearing yellow pause playing the percussion midway,4,4,CW,playing,feeling the beat,engrossed in performance,to hit drum,finish his part
4247712487,2016,640,360,why does the blonde woman hold some papers while talking to the man,3,2,CW,agree with what she said,getting too excited,expressive,talking notes,for referencing
9740013012,496,512,384,why did the man look so serious,4,3,CW,important meeting,watching boy play,waiting in bar,snow hard to move,he is in deep thoughts
2526590751,975,640,480,why does the man in black pants wipe his face after getting hit by the wave near the end of the video,4,3,CW,floating,excited,laughing,pick up the arrows,to see clearly
4754310333,1301,640,480,why did the black and white dog turn around to face the white dog in the middle of the video,2,7,CW,playing with each other,enjoy the ball,snatch the toy,to get the food,lick its paws
4304101430,2497,640,360,why did the black jacket man touch his nose after the white shirt woman bend down,2,2,CW,praise her,to stroke it,push up sunglasses,laughing,no space to come up
2972558344,1053,640,480,why did the dog suddenly bend down,2,2,CW,adjust something,scratching himself,sniff the ground,put tray of cookies inside,sign paper
5141356733,1217,640,1138,why did the dog look at the children when they are playing around,3,3,CW,look at the baby,interested to play ball,scared of children,curious,push children away
8595715210,981,640,360,why are they holding on to the long rope and going downwards for,3,3,CW,take a rest,hiking,to suspend in air,expedition,to see if they are reaching the shores
6972903978,1516,640,360,why did the woman in black keep looking at the woman in pink talking,1,1,CW,noticing the office,listening to her talk,talking to them,expressive,conversing
8457813639,397,604,1072,why does the man wiggle his legs against the snow,0,6,CW,trying to move forward,skiing,manmade hurdle,pushed by the person,clear away obstacles
6311026563,785,640,360,why did the girl in white stopped swimming at the beginning of the video,3,2,CW,distracted,scratch her head,shorts were dropping,they are familiar,to get the toy keys
4533118162,1138,640,360,why does the woman in black take a bite of the cupcake before passing it to the girl in black hair,2,6,CW,take a picture,eat the cream,wants to eat,eat the cake,food dropped on table
3272428851,2197,640,480,why did the man in black lean to his right after everyone laugh,0,3,CW,laugh too hard lose balance,watch the man untie the toy,he saw the camera filming him,present,observing the reaction
3564576864,855,640,480,why did the man in blue look towards the short haired lady in white while sitting at the table,2,6,CW,playing with the lady s hair,lady was throwing something,talking to her,dancing,playing together
4381879247,1035,640,480,why does the girl hold on to the wooden beam while hitting the drum,2,7,CW,play with it,playing the violin,balance,dancing while playing,suggest girl to hold it
3767923672,1827,640,480,why do the man and the baby cover themselves with a coat,1,2,CW,protect from chemicals,keep hair out of clothings,better balance,comfortable at home,cold
5903263737,714,640,360,why does the man in red stop his sled in the middle of the video,2,4,CW,pick up snow,going to hit dog,going to bump into tree,to sled faster,tired of sledding
5605876260,2697,640,360,why is the white dog being chased by the brown dog,1,0,CW,dog ran the wrong way,playing,chasing birds together,looking for food,obstacle course
6032430171,408,640,360,why did the man in cap look at the man in white as he guides the baby into walking,4,11,CW,ready to catch the baby,lower the baby,watching over him,prevent falling off,to see how they are doing
5460164242,2565,640,480,why did the man start dancing after adjusting the screen,3,1,CW,performance,demonstrate to the girl,talk to the person,dance with music,adjust it
6145965959,856,640,360,why is the lady in pink lying on the sofa,0,3,CW,watching television,play fighting,to fight with dog,angle when being licked,getting ready to shower
6440423935,339,568,320,why did the boy tilt his head backwards in the middle of the video,1,9,CW,chocking,excited,loooking at ceiling,immitate girl to play,to cry
5452090232,1081,640,360,why is the woman on a surf board,4,0,CW,touch water,resting,to swim,emjoying herself,stunt
3710879845,1140,640,480,why did the duck behind suddenly stop walking,3,5,CW,not to hurt the plant,the girl in pink slipped,hit the toy to the ground,change direction,find food themselves
3066966990,2678,640,480,why are the boys so excited,1,6,CW,find boy cute,get to hit pinata,happy,performing an act,kid messing around
