video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
4932338665,621,320,240,what did the brown dog do when the black dog first ran away,0,4,TC,chase the dog,fight back,mount the black dog,touch its face,bite and push
3495538595,486,640,360,how did the lady react when the man in black let go of the kite,4,7,TC,point in front of her,sink,pick surfboard up,stand beside the swing,start running
6458302923,1340,640,360,what does the cat hold in her mouth,0,1,TC,spoon,lollipop,paper,sand,watch
9586602092,2089,640,480,how did the man in red react to the man in black talking to him,4,6,TC,sitting on chair,stands still on the left,turn back,took off goggles,look at him
7494795252,1549,640,1138,what does the boy do as the lady stands at the side,3,3,TC,blue,lying down,stretch her hand out,swing,sofa sheets
6977693305,595,640,426,what does the person do as the baby is seated down,4,1,TC,sitting with hands down,kiss baby,pat his back,lying on the chair,feed baby
4590908780,456,640,360,what did the lady do while the boy is presenting,2,9,TC,sitting on the log,eating,look at boy and listen,flying kite,walk off
5703075703,825,640,360,what does the man in stripes do while the man in blue stands next to him,0,0,TC,look at poster while sitting,pose,plays the drum,adjusting the rope,hold the man s hand
3525082926,1036,640,360,what did the man do as he walked back to get another ball,0,2,TC,shake his head,look at ball,bring jacket away,chase,runs toward the ball
4889389323,1118,640,362,how did the lady protect the girl from hot sun while the girl was tying her shoelaces,4,3,TC,pick out clothes for girl,hold girl with her hands,pushed it,guide woman with her hand,shelter umbrella over her
5873391334,2697,640,480,what do the girls wear in their hair while dancing,1,5,TC,a tie,hair band,a comb,walking,start crying
4573348751,2078,640,480,what activity are the people in the video doing,4,10,TC,drawing,eyebrows threading,paragliding,trekking,making music
5312036289,2158,640,360,what does the boy do as the girl placed the ball into the hole,4,4,TC,give ball to the lady,talk,turn to look behind her,falls off,touch the toy
5403958484,2697,640,360,how are the three ladies positioned,2,5,TC,messy line,beside a flying fox,stand in a line,back to back facing,beside the golf course
10815616364,935,640,360,how does the girl on the right feel at the end,2,6,TC,sleepy and bored,happy and dancing around,tired,excited and engrossed,pleased
2547045867,2280,640,360,what is the response of the man in grey towards the change in direction of the wheels,3,6,TC,look at man in white,drink,sit at table,continue to look and direct,wave
8373966120,1316,640,360,how did the boy respond when he saw the girl dancing at the start of the video,4,4,TC,turns the baby over,spin themselves,touch baby mouth,spinning in circles,start moving hands
4729027639,2161,640,480,what are the girls holding as they stood in front of the whiteboard,4,0,TC,walk to the girl in white,put her arms up,blue,green toy,booklet
8120629936,1527,640,360,what do the two girls do when they first approached the bench,2,1,TC,take the balloon,sitting on the log,carry bench,stop and look at boy,cover her mouth
5630988927,2024,640,480,what did the baby do when he reached the tree in the middle of the video,2,3,TC,dance,catch the ball,stand up,toss ball down,close his right eye
5153854160,2265,640,480,what test is happening,1,8,TC,lady playing with baby,time for laptop to start,presentation,boxing,snow sledging
7047414375,960,640,360,what do the two other children behind do near the end of the video while the girl plays with the ball alone,3,8,TC,clap hands,look at the baby,run to pick up the ball,pass ball to each other,camera man
6249077230,1038,640,360,what are the two birds doing,0,6,TC,pecking,look down at the grass,eating,disturbing the dog,eat the seeds
4691227795,711,640,480,what did the lady do with her hands as the man cleaned the baby,2,1,TC,move his hands,approached the boy,leave them faced upwards,let go of vacuum,shake baby up and down
5689282153,1273,640,480,where did the orange fishes go when they swam upwards,1,1,TC,to the grey fishes,screen on the left,towards the rocks,away from the plant,to screen right
10011555465,801,640,360,how do the players position their legs when competiting,1,4,TC,cross,wide apart,fold,stand on one leg,link arms together
5765473409,2517,640,426,what does the man do as the girl was playing with the dog,1,0,TC,look at baby,give food to girl,stop the dog,moved back to the wall,no reaction
8323238963,1155,640,360,how is the woman feeling as she is coming down the slope,1,4,TC,surprised,scared,disappointed,restricted,amused
6859121305,1429,640,360,what are the people playing,2,1,TC,go kart,ruby hunting,beach volleyball,rock climbing,reading
5120998454,677,640,1138,what did the dog do when the toy stopped moving for a while,2,4,TC,run to the other side,resting,stop moving,watch dog move away,continue rubbing dog s head
3786675801,1177,640,480,what was the other dog doing while the black dog snatched the tree branch in the second half of the video,4,5,TC,sniff ball,crawl towards camera,runs away to the room,run away,walk around bushes
6359276855,1980,640,480,what do the black dog and brown dog do when the white dog approaches them in the middle,2,8,TC,lie down,ready to run away,run over to white dog,barked back,roll over on ground
2612683715,606,640,480,what are the two people doing as the parrot is moving around,2,0,TC,flies away,feeding,looking at parrot,looking at plane,bend down
2411282239,1441,500,375,what is the woman in blue doing with the camera,3,3,TC,riding,playing piano,smile,filming the process,hat
5388595493,1350,640,480,what is the baby doing,1,2,TC,watching video on tablet,playing with the toy,dancing,running in the forest,resting
2505388529,928,640,480,how did the dog react when the man touched its ears,1,5,TC,carry dog up,close eyes,enjoys it,caress the dog,calm
4854853022,1218,640,480,what were the two girls doing,0,5,TC,kayaking,playing instruments,singing,calling somoeone,sitting in the canoe
11961400954,1202,640,360,how did the lady with the grey hat react to the man next to her,0,4,TC,laugh,play with dog,looks at him,run up to talk to them,touch her face
7001183247,2697,640,480,what did the man in black do when the man in white is ready to push another man,4,4,TC,focus on pumpkin,make space for walking,stop the man,adjust seating position,watch him
5760068749,687,640,480,how is the baby positioned at the start of the video,3,8,TC,shaking hands,standing on the chair,leaning on the wall,standing at the table,lying on the bed
4972231631,917,640,480,what is the baby doing throughout the video,4,6,TC,dog having a bath,giving speech,lady petting horses,sightseeing,looking around
4519976041,2697,640,480,what does the man do while sitting down,1,0,TC,showing off toys,vape,blowing balloon,tired,presses a button on the device
2668548025,1408,500,283,what did the lady holding the cardboard box do when she approached the table on the right near the start,3,4,TC,moves around,by her hands,walk away,emptying cans,bring to man
2513801289,900,320,240,what was the man in checkered shirt doing as the lady was on the sleigh,0,1,TC,watching her,position herself to slide down,stands in front of camera,jacket,happy
3096078017,1281,640,480,what was on the screen when the child was trying to close the laptop for the first time,1,7,TC,touch keyboard,shapes,excited,stand and push box,stare at man
6236608754,740,640,480,how is the baby positioned on the floor,1,5,TC,lying on belly,sitting with hands down,on his head,standing up right,lying on its back
3815035749,750,640,480,how did the pony react to the children s greeting,4,1,TC,close eyes and open mouth,move trolley backwards,blow candle,jump around,unaffected
6324607259,669,640,360,what happen to the elephants ears as the elephants walk,2,4,TC,dangles in a spot,brushes the other elephants ears,flap around,goes up and down,resting
3682464291,2609,640,480,how did the girl in green react when she recognised someone in front,1,8,TC,look at the paper,wave,let go of boy in blue,push him away,kicks again
4672243606,682,360,480,what is the lady doing as the girl stands next to her to pin her hair,2,3,TC,dance,shake his hands,sitting down,paper and jacekt,point also
10735513724,728,640,360,what is the colour of the shirt the girl on the swing is wearing,4,7,TC,red,light blue,white,green,pink
3748127688,2697,640,480,what did the other black dogs do when the small brown dog with a cone ran away from the grass in the middle,3,7,TC,run around,follow him,run away and sits down,walk away,look at them
4599618003,2194,640,480,what is in the boy s mouth as he tries to walk,0,0,TC,pacifier,his left hand,straw,drink pack,paper
4006742735,1350,640,480,how are they feeling as they share this ice cream on a hot day,4,3,TC,confused but calm,concentrated,dismissive,sleepy,happy
8331827659,2697,640,360,how does the baby react when the man reaches out his hand the first time,1,7,TC,stare at camera,retracts his hand,play with baby s hands,cover himself again,stand there
3354627944,1287,640,480,how is the baby feeling when he plays the toy,4,3,TC,restricted,good,bored and sleepy,restless,relaxed
11111957393,1062,640,360,where did the boy in green go to when the blonde girl was touching the toy radio,2,10,TC,in his left hand,sofa,behind the sofa,basketball hoop,on his cheek
6068085283,1782,640,350,what activity is the woman carrying out at the beginning,4,7,TC,playing piano,skiing,playing with toys,thrash,picking
10354698406,451,640,640,how did the lady feel while playing the piano,1,2,TC,do not like it,relaxed,thrilled,curious,happy wagging tail
3801421295,600,640,360,how did the man feel while performing at a balcony,1,3,TC,amazed,happy,curious and happy,feel relaxed and happy,passionate
3779525241,550,640,480,what is the bear doing,3,0,TC,resting,through the holes of the door,playing driving game,playing,running
10364623445,714,640,360,what are the two children doing in the room,0,10,TC,playing,watching video on tablet,painting,playing with balloon,dancing
8626931151,2160,640,360,what was the kid wearing while playing,1,3,TC,pink shirt,bathrobe,sport attire,jacket,red pants
13693908355,717,640,360,how do they feel while in the water near the end,2,3,TC,likes,calm,happy,enjoyable,slightly embarassed
9046879738,1800,640,480,what did the man in black do at the end while the lady was holding a leaf with rice on it,1,4,TC,wash his hands,grab rice onto leaf,wipe the table,carry the gir up,make space for boys
3020873495,2396,500,375,how did the baby feel throughout while swinging in her seat,2,1,TC,enjoy performance,nervous,relaxed,attentive,carefree
3196912028,1368,640,480,how did the group of children behave during arts and crafts lesson,2,5,TC,fidgeting,playing,obedient,curious,smile
4283455837,853,640,360,how does the man feel while he is reading,0,8,TC,happy,move body and stamp feet,enjoyable,happy celebrating the girl s birthday,enjoying
4963040001,2697,640,362,how is the baby feeling playing with his toys,2,3,TC,afraid,awkward,happy,having fun,tired
7751455900,2697,640,1138,how is the baby feeling,3,8,TC,agitated,does not like it,shy,happy and excited,find it funny
6474904881,807,640,360,how did the man react when the girl swung the bead chain at him,3,6,TC,stands still in shock,add to the fun by hitting back,moves away from him,frowns and touches his face,goes for a jog
8106453629,2160,640,360,what did the lady in pink do when she say the man in purple walking towards her,3,1,TC,flip the page,watch the girl,hit her with cushion,walk towards him,watch the man
8207664482,1626,640,360,how does the baby react seeing the toy moving around at the end,2,8,TC,lying on his back,bites it,smile,stares at camera,move around
2582245375,439,640,480,what is the man doing as the lady spin around herself,4,5,TC,doll,applying cream on face,observe,plays the instrument,twirling her
3039274443,1800,640,480,how did the woman in stripe shirt react when he turned to her,2,7,TC,pass the ipad,look away,smiling,looks at them,said something
5206737488,1105,640,360,what did the lady in grey do as she spoke to the lady in grey at the end of the video,2,5,TC,put the box aside,run to camera,stand up,point somewhere,shake her head
3215327042,1306,640,480,how are the people feeling looking at the board together,1,3,TC,dizzy,satisfied,happy whenever the man kisses them,tired,serious
2822014581,1018,640,480,what is the man trying to demonstrate on the led screen,2,0,TC,walks forward,fishing,animated movement,eats something,press button
5585209771,1080,640,480,what does the man leaning back on the sofa on the opposite side hold in his hands,0,0,TC,cup,jump on man s leg,playing with baby,play the drum,blue toy
13636674714,2373,640,360,what did the man do when the lady took the food and walked to the table,1,9,TC,take out candle,walk over to table,wipe her hands with tissue,picks the food with hand,let girl blow the candle
5461088507,1464,640,480,what do the people do when the camera films them,0,1,TC,wave,playing guitars,walk nearer,eyebrows threading,performing stunts
3124632694,578,320,240,what do the boys do as they slide down,1,4,TC,falls,hold each other,move his arms,waves his hand,touch the cat
5314486265,1050,640,360,what did the bird do near the middle when the baby girl touches the bird,3,5,TC,touch the baby s stomach,stand at sofa,holding fruit,jump,bring book closer to baby
4609514164,366,640,480,how did the cub in front react when the other cub walks behind it,4,2,TC,touch lady s head,pulls the dog,wag tail,touch dog,looked behind
7619429394,1283,640,360,what is the man doing as he stood at the side,1,5,TC,performing,watching,showing us an experiment,he is dancing,sit on swing
3565236462,694,640,474,what does the man in white do as the man in brown was bending down at the start,2,7,TC,wipe his eyes with towel,talk and explain game,walks away,think for a while,observe
3757991702,683,640,480,how did the boy feel while sitting quietly on the public transport,1,2,TC,proud,bored,having fun,adorable,shy
4748191834,798,640,360,how did the woman in black react when the boy started crying,0,4,TC,move towards him,talk to baby,continue talking,give thumbs up,move the toy again and again
6991481998,1680,640,360,what did the lady do when the boy stopped in the middle of the video,0,3,TC,touch his head,carry him up,put him insede box,push green obstacle away,talk
5043069974,1845,640,480,what are the two people doing in the video,4,9,TC,swimming,working,adult playing with girl,cooking something,performing
3958390317,963,640,480,what does the man in white do as the man in black was hammering,2,9,TC,move the shovel,laughs,stand on ladder,hand gesture and talks,clap hands
3192619327,2697,640,480,how does the woman react while reading the card,2,6,TC,jump on bed,hold the cardboard,smiles,diapers,walk to show camera
5849618622,1800,640,360,what did the man in blue pass to the lady at the beginning of the video,2,11,TC,helmet,jacket,cigarette,dog,baskets
10157549466,300,640,480,what does the boy with striped shirt do as the shirtless sits next to him,0,1,TC,plays with controller,playing with toys,blowing balloon,talking,lie on floor with legs up
8208931952,574,640,360,how does the baby seem to be feeling when he saw the toy,4,5,TC,calm,frightened,worried,sleepy,happy
5246766161,799,640,360,how did the girl feel when feeding the dog with food,2,5,TC,happy while learning,having fun,thrilled,sleepy,proud
7729753698,451,640,362,what happens to the face of the man in white while he chops the coconut,0,2,TC,frowns,fall down,start running faster,wait for teammates,picks up the pancake
5588927672,2166,640,1138,what does the man do whenever he drops a baton,4,8,TC,shouts,remove cap,swing himself,prepare to change the baton,pick it up
3192619327,2697,640,480,how did the woman wearing grey feel while reading the large card,0,2,TC,happy,feel accomplished,accomplished,refreshing,cold
5208873554,2254,640,480,how did the boy feel while the bicycle is moving,4,7,TC,calm,happy celebrating the girl s birthday,attentive,embarrassed,happy
6043147104,1993,640,480,how did the baby react when the lady tickled the baby in the middle,2,2,TC,play with flies,pull on string,shake body,touch the cat,look at window
2403641837,1226,500,375,what was the man recording with his camera at the beginning of the video,4,0,TC,fishing,compare the two phones,into his computer,mirror,himself in the mirror
10576728026,741,640,360,how did the boy in black feel when the man behind him passes him another candy,4,4,TC,thrilled,upset,feel accomplished,happy and dancing around,happy
7612846664,1005,640,360,what was the person in red doing as the man was speaking,4,4,TC,attach man on ground to him,flying fox,speaks,happy,take photos
4960594555,2276,640,480,what did the man in blue do at the end of the video,0,2,TC,use his phone,moves his hand,points to the right,take another bite,stop running
2758143839,719,320,240,what are the 3 ladies in black doing when the lady in pink is holding the snake,4,3,TC,cleaning the boy with tissue,hug woman s leg,performing,check message on phone,supervising
7071234637,963,640,480,what did the girl do when the dog walks away from her,4,6,TC,place paw on her palm,looking at the dogs,points at the door,turn one round,pulls the leash towards her
8483279367,876,640,360,what emotion does the man in purple convey when he walks over to the man in the leather jacket,4,4,TC,unsatisfactory,confidence,happiness,sadness,excitement
11854356446,1161,640,480,what does the lady in jeans hold in her hands,1,9,TC,chair,a mop,bag,jacket,swimsuit
4435031690,993,640,480,what does the man in light blue do as the man in white was filming him at the start,4,3,TC,play with his own camera,looks out at the sea,stand still and talk,smile and pose,talking
5294402824,630,640,360,how do the women feel while hanging out,1,7,TC,frustrated,happy,adorable,angry,sad
2955511140,405,640,480,what does the guy in red do as the camera man was filming,1,2,TC,fishing,take photo,fires it off,roast coffee,dancing
3522471594,2250,640,480,what is the lady doing as she sat in the chair,0,1,TC,looking around and talking,looking at stuff,place the blue bottle down,carrying the baby,kneeling on the chair
3163206354,1368,640,480,how did the girl feel when she saw that she was caught on camera,4,5,TC,sleepy and bored,does not like it,move hands on it,attentive,unhappy
10433664864,729,640,1138,what does the boy do as the girl spoke in front of the microphone,2,0,TC,speaks,beside one another,play instrument,teddy bear,stand at the side and watch
9221037919,1645,640,360,what was the woman standing up doing as the girl sat at the table at the start,3,4,TC,dancing,stand up,scoop icecream,setting up table,pass the plate
5591479226,705,640,360,what are the man and lady doing in the video,3,8,TC,buying drink,playing guitars,walking the dog,dancing,playing with sand
4861754967,756,640,360,what is the man doing,0,0,TC,showing us an experiment,putting up a cloth,feeding cat,jump,moving his hand
12212440674,435,640,360,what do the kids do when they lie on the ground,1,4,TC,playing toys,move their hands,holding the ball,sitting with hands down,feed baby
7188203256,720,640,360,how do the children feel while hanging out,1,11,TC,sad,happy,sleepy,scared,shocked
3058613626,677,320,240,what does the other man standing behind do as the man with red hat is singing,3,6,TC,shake his body and arms,stop playing after awhile,playing the keyboard,playing drums,stand and watch
5365441719,2239,640,480,how did the tiger under the tree react when the two other tigers came over at the start of the video,1,7,TC,stand up,ignore them,chases after the other tiger,move its head,laugh and hold a tree trunk
6911198917,672,640,480,how does the person at the corner of the video react when the lady gets off the float,0,4,TC,smiles,dance,touch her hair,rolls on the ground,dance with hands
4698087865,1340,320,240,what is the lady doing as she sang on the stage,4,7,TC,nodding her head,move shoulders,pocket in dress,hit the drums,playing the guitar
2439266317,1313,320,240,how did the girls feel when they see themselves in the tv,4,2,TC,confused but calm,worried,excited,calm,happy
4825249972,926,640,360,where did the cat run when the dog was chasing it,4,8,TC,table,sink area in kitchen,same direction as dog,black chair,dining table
8252119570,1857,640,360,what is the lady in yellow shirt doing behind the other ladies sitting on the chair in the beginning,2,3,TC,watching,opening her present,adjusting techincal stuff,sketching on the laptop and table,sit down
6903773975,865,640,1138,what does the lady with rope do while the boy and dog were near the waters,4,3,TC,stand at the side,move forward,place dog back onto float,looking at the baby,call them back
12864348785,1246,640,360,what activity is occuring,0,5,TC,karaoke,giving speech,presentation,playing instrument,fire performance
8329319376,2250,640,480,what is the man holding in his hand while speaking to the woman,4,1,TC,hand gesture,laugh and made hand gestures,camera,walk around,teddy bear
3958035559,1770,640,480,what does the baby do while on the baby seat at the start,3,6,TC,suck his thumb,standing close while watching tv,the toy,look at toys,hands in mouth
4389577717,1241,640,480,what are the audiences doing while the three men were performing,3,7,TC,look at baby,looking at the car,singing,watching,walking down the hill
3090695613,739,320,480,where is the kid in white going as the girl in stripped shirt are climbing the slope,4,8,TC,follow the girl,standing around,dance hall,another side of the road,walk off
3121889229,349,640,480,what does the boy in white do in the video,2,0,TC,drinking,lying on its back,run towards the camera,playing in the pool,playing with book
3653939911,1185,640,480,what is the brown hamster doing at the back of the brown hamster who is eating,2,5,TC,strokes it,bark,tired,attack the black dog,walk across sofa
9996338863,1817,640,480,what event is happening,3,7,TC,birthday celebration,rollerblading,diving training,concert,celebration
5748513118,1091,640,362,what event could this be happening,1,8,TC,boxing game,circus performance,dog competition,birthday party,teaching class
5710270308,954,272,480,how does the baby get the orange ball which is a bit far away from it,4,2,TC,squat down,use stick,turn backwards,push with green ball,lean his body forward
2638437493,1332,640,480,how does woman respond to child at the beginning,1,5,TC,squat,laughing out loud,drinking soup,gesture,playing with her book
3512293350,732,640,480,what did the lady in green do when she sees the camera,3,5,TC,pass her something,push him away,adjust the paper,smiles and waves,frowned
5973140109,1350,640,480,how did the people at the table react as the couple hugged,0,7,TC,laughs,move around,go to bench,walk away,claps hands
7563661830,1470,640,480,how is the man feeling while approaching the baby in the middle,2,5,TC,surprised,terrible,happy,energetic,found it funny
8375283091,1689,640,360,what does the woman in black do as the baby approaches her chair at the start,4,7,TC,gets off stage,drinking from bottle,watch her reaction,feed baby with spoon,push the boy
9577659959,1126,640,360,how did the man in red react as he was talking to the other man at first,2,5,TC,angry,throw something,smile,choosing crayon to colour drawing,engaged
4715646346,915,640,428,what did the man in blue do in the middle of the video,3,6,TC,start writing,moves his hand,to his right,give them directions,run to the ball
13643603625,1655,480,272,how does the girl react when the boy runs in in the first scene,4,7,TC,take the food,say something to boy,hug boy,try to move the baby,turn around
3183067286,1090,640,480,what did the girl do when the boy held up the block letters,2,8,TC,scolded,stretch hands ouy,she looked over at him,hold the toy hammer,kiss the baby
6014659035,2697,640,480,what does the woman in red have around her neck,4,4,TC,helmet,say something to the girl,blue cap,planting a plant,camera strap
3760748296,1395,640,480,how did the hamsters react at first when the food was given to them via hand,1,3,TC,put into mouth again,lick and turn away,opened mouth,hold the spoon,thrilled
2622813876,915,640,480,what does the adult do when the baby tries to lift the bottle up at the start,1,7,TC,smile,help the baby,drop it,no,clap
8702139498,813,640,360,what did the other man in blue on the right side doing as the driver was preparing to drive off,0,6,TC,just looking around,hit him,laugh,drive car accordingly,change direction
7370954858,1081,640,360,how is everyone feeling during the party,4,4,TC,move body and stamp feet,excited,disappointed,pull his sleeves down,excited and happy
6994382070,940,640,360,what is the girl in green shirt doing as she lied on the floor,0,8,TC,talking,adjust the paper,help baby up,playing with balloon,dances
7131744283,860,640,360,what is the lady in stripped doing as the car drove up the slope,3,0,TC,yes,walk past the car,changes direction,filming it,read a book
2460342203,488,240,320,what do the people in the room do as the lady in black was demonstrating,1,1,TC,sitting down,look,laughing,lift up her leg,bag
3429413032,551,320,240,what is the woman doing,0,0,TC,sitting on sofa,kissing the girl in pink,exercising,preparing to go out,dancing
3443791836,1619,640,480,how does the lady react when the dog jumps on her,4,7,TC,bring baby up again,smiles,move backwards,it stopped moving,hold the dog down
8005683112,691,640,360,how does the bear react when the person throws a piece of food at the beginning,4,2,TC,continue eating,does not want it,lick cat,hold onto the man s hand,try to catch the food
8994675143,1006,640,360,how did the man in blue react when the boy in grey put the hand around his neck,0,2,TC,pretend to hit,talk,ski down,crawl to the lady,start talking
3964215046,1645,320,240,what are the dogs doing as they lied on the ground,4,8,TC,get back up,look behind,look up to the camera,move ball towards it,rolling around
7055097657,1238,640,480,what is the man doing as he sang into the microphone,0,6,TC,move his leg,raising his hand,sit on sofa and listen,shakes hand,chest
3828863805,1249,640,480,how does the man react when the girl suddenly sits down in the middle of the bridge,1,7,TC,turn towards the man,film,approach baby,jump,puts her finger in mouth
7005730269,360,640,480,how does the boy in blue feel when the boy in white got interested in the paper,1,8,TC,dismissive,interested,emotional,happy while learning,frustrated
6321835042,965,640,360,what does the lady in black sleeveless blouse do while listening to the man in green,4,4,TC,bite her nails,look at him,touch face,walk away,nod
3165464131,1695,640,480,what does the boy in the middle do while the lady in blue was dancing at the start,2,0,TC,spinning in circles,energetic,bite a slip of paper,lie in bed,laugh
9337790459,811,640,360,what did the girl do when the boy was trying to get to the chair,1,12,TC,she ignored baby,kicks,stand behind the baby,lie on the lady,pass boy kite handle
4814913320,719,640,480,what is the lady holding while speaking to the men,4,7,TC,relaxed,moving the papers,having a conversation,use phone,a bag
4772380747,719,640,480,how did the woman react when the man was playing the guitar,3,3,TC,hula hoop acrobatics,nodding her head,walk to the mic,smiling,the screen
4589528497,2697,640,480,what does the man hold as he watches the horses near the middle,0,7,TC,a rope,turns around,throw ball,calm,guide horse
3653939911,1185,640,480,what did the brown hamster push away as it eats the food in the bowl,0,0,TC,prefer the bowl more,pick up spoon,starts eating,crawl,tired
9175556382,701,640,360,what is the boy in white doing in the video,1,4,TC,playing games,swimming,playing with toys,singing,dancing
8718633296,1812,640,360,what does the lady do as the man sits next to her,0,3,TC,speak,watching the kids play,pin woman s hair,ice box,kneel
2399782529,1233,640,480,how did the dogs feel when they can not get the toy from one another,2,3,TC,satisfied,fascinated,frustrated,dismissive,calmer and happier
3098211126,946,384,288,what does the person in shorts do as the girl turns around,1,7,TC,playing tablet,dance,shakers,piano duet,pick up things
10521491465,1735,640,360,what did the panda on the stonewall do while he move around,0,6,TC,lick himself,put trunk into mouth,smelling and eating leaves,walks around,nod head
2803088594,539,320,240,what are the two people on the red boat doing,4,2,TC,blows the boat,controlling the direction,take a drink and watch him,sledding,canoeing
4810458386,1223,640,480,what activity is happening,1,3,TC,learn dancing,playing instruments,gathering,discussion,bull riding
8072608070,585,640,360,what does the fencer on the left do as the lady in black approached them at the end,1,8,TC,run and jump towards the rule,look down,pulls the dog,to push stroller,drinks water
4862215227,1470,640,480,how does the baby react when lady squeeze his cheeks,2,4,TC,moves the head,ear,laugh,look at him,no reaction
13939850762,1501,640,360,how does the boy react when the dog starts to shake its ear the first time,0,6,TC,smile excitedly,blink its eyes,caress the dog,throw the toy,open its mouth
11392155534,2727,640,1138,is the baby having fun trying to make sense of how to play with her toy,4,6,TC,wave his hands,touch it,laughing,play with them,yes to make toy work
4114876025,358,640,360,what was the man standing at the end of the video doing as he walked in,2,8,TC,take out pen,points to the right,holding plate,pick up microphone,approach girl
2733852923,466,640,480,what does the lady in black do as the shirtless guy was getting up from the sand at the start,4,0,TC,dance,surfing,refill the bucket,watching,running
9975128456,1927,544,960,what activity is being carried out,0,7,TC,carrying baby at beach,feeding the cat,kayaking,class gatheirng,water sport
7186531887,1584,640,384,what is the child doing at the end of the video,1,5,TC,squeezing tube,touching ipad,hug the cameraman,wave,walk away from the table
3667765413,1170,640,480,what did the man in orange do when the camera was pointed towards his direction,3,4,TC,adjust paper,take video,raise his arm,smiled and nodded,pull his leg
8530515192,1737,640,360,how are the girls feeling when celebrating their birthdays,0,1,TC,happy,focused,slightly embarassed,find it funny,bored
3605707659,1560,640,480,what does the boy in red do when he touched the curtain at the start,4,7,TC,rub leg,puts his paddle in it,grab his shoulders,flash,looking for the other children
4316096248,2118,480,640,what did the man do to the woman initially,0,1,TC,feed her with cake,moved his head too,playing with sticks,point finger,hold her hands
2936124994,1180,320,240,what are other people doing in room while the kid is playing with a old man,0,4,TC,watch tv,play with it,looking at arcade,happy,unwrapping a gift
2894443839,2121,320,240,what is the man doing with the baby feets in the beginning,0,0,TC,moving his feet,play with toys,play with toy,pushups,stop crying
9113209964,1883,640,360,how are the girls in pink feeling when they are dancing in the room,4,5,TC,sad,angry,upset,joyful,nervous
3101007084,1003,320,240,what is the lady holding as she rode the horse,3,3,TC,happy,calm,pocket in dress,rope,pole
2508145361,615,640,480,what did the man do when he was walking back to the shore at the end of the video,0,5,TC,put his arms out,kiss the train,stands there,look at the camera,on the right
4462691651,750,320,240,what are the singers doing with their bodies as they sang,2,3,TC,bounce up and down,makes noise with a spoon,swaying around,hold the mikestand,roll over on the floor
