video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
11863005164,1608,640,360,judging from the attire what precaution did the cameraman take to keep balance on the ice,4,3,DO,deep,man,roasted food,sway side to side,gloves and grip shoes
6789663234,1355,480,640,what is the girl holding in her hand,2,0,DO,microphone,baby doll,balloon,party hats,toy car
5645441722,1350,640,360,what is the color of the napkin oh the baby s neck,4,0,DO,orange,white,black,blue and red,yellow
3811600452,2158,320,240,how are the cats positioned,2,0,DO,lie on bed,stroke the cat,placed in a box,sitting,with the string
6911674932,863,640,360,how are the two boys related,2,2,DO,teacher student,brothers,twins,team mates,strangers
5829288964,443,272,480,what is the colour of the highlighter the boy is using,1,5,DO,black and red,green,pink and white,pink,yellow and blue
2955511140,405,640,480,what is the attraction that they are taking photographs of,3,1,DO,beach,wild animals,elephants,fjords,sunset
3710879845,1140,640,480,what kind of material are the floorboards made of,2,6,DO,poster,clean,wood,hall,scenery
3558218572,583,640,480,what does the man put on the table initially,0,5,DO,cake,blue flowers,chopsticks,bowl,book
4656460633,1113,640,480,how are the group of men positioned as they observe the surroundings,4,5,DO,wear thick clothings,standing,push chair behind,rely on equipment,near one another
4164627367,398,640,480,how did the girl protect her head from injury in the video,1,0,DO,hug him,helmet,leaning against man,stay under trees,put hand and leg on ground
4624876965,2160,640,360,what is the relationship between the man and the lady,4,7,DO,sport teammates,friends,couple,husband and wife,dance partners
2499582434,670,480,270,where is the man in blue as the lady is speaking,3,9,DO,in front of the lady,beside the lady,cigarette corner,sitting at the back,standing at the gate
4021051256,2697,640,480,what is the occasion in the video,1,9,DO,birthday celebration,wedding,computer screen,girl in black,guided the train
5042374898,2199,640,480,what is the relationship between the man and woman,0,4,DO,trainer trainee,father and daughter,dance partners,husband and wife,friend
7748596700,304,640,352,what is the colour of the bicycle,3,9,DO,yellow and green,light blue,black,green,black and white
4852236710,1303,640,480,what is the relationship between the girl and lady,4,1,DO,friends,team member,grandparent and grandchild,teacher student,parent offspring
5065103129,1236,640,480,while does the man stand at the rock,4,0,DO,dog s paws,rope,direct the plane to park,guitar,prepare for jumping
5127101536,1110,640,480,what animal was present in the video,0,3,DO,dog,tiger,squirrel,horse,bird
3963443256,1116,640,480,what are the man and the woman holding in the video,2,11,DO,team mates,ipad game,metal pole,parentschild,locate their destination
4452848541,840,640,480,where are the people sitting at,4,0,DO,beach,sofa,grass patch,around the table,bus
5176535833,2697,640,360,what is the colour of the ribbon on the present,3,0,DO,red,yellow,green,blue,black
9338319433,780,640,360,what are they trying to move,3,7,DO,hill,group discussion,string,rock,cameraman
4593636503,888,640,480,what is the lady holding on her hand,2,7,DO,umbrella,handkerchief,clipboard,singer,cigarette
3385351378,1111,160,120,what is the kid learning to use,2,9,DO,trying to get the ball,guitar,vacuum cleaner,pen,laptop
4715646346,915,640,428,what are the two men one the white area holding,4,2,DO,children,chairs,glasses,camping,sword
6779658148,322,640,360,how did the people protect themselves from the cold,0,3,DO,jacket,condensation from mouth,exercising,dancing,crawling
4466840467,719,640,360,what is the relationship between the men gathering,0,2,DO,friends,team member,parent offspring,trainer trainee,colleague
3304644092,928,640,480,what is the mannequin wearing,2,11,DO,lying down,green,suit,phone,birthday party
4857284167,1067,640,480,what is the relationship between the two guys that are cycling,3,0,DO,competitors,band members,friend,team mates,teacher student
11402789396,1130,640,360,what is the relationship between the man in red and the lady in purple,0,4,DO,couple,team member,coach and players,colleagues,offspring
3261412202,779,640,480,what did the kid in striped try to show to the woman,3,3,DO,parent child,parent children,help them move feet as trained,his water bottle,yes recording kid s moment to improvise
3179829544,717,640,480,what did the baby do with the toy,2,10,DO,classmates,siblings,swing it around,baby doll,yes able to transform the toy
13516495903,331,640,1138,who got up from the fall first,1,3,DO,the middle singer,girl wearing pink,lady in blue,girl with hoodie,the girl in pink
3265232322,929,640,480,what animal appeared at the end,3,7,DO,hamsters,lions,tigers,dogs,cats
2457895589,1753,500,375,what is the relationship between the girls standing in front,3,2,DO,parents,multicolor box,colleagues,friends,pompoms
6511577863,2697,640,360,what did the man in checkered hold on his hand,3,1,DO,short bread,a bat,toy,wooden stick,toy airplane
7986780713,1302,640,424,what are the colours of the outfit worn by the lady and the man,3,0,DO,orange and yellow,purple,blue and green,white and grey,black and blue
3501538867,1293,640,480,what is causing the movement of the boy s hair at the end,3,8,DO,orange,headphones,oxygen tank,strong wind,television
3053505507,1114,640,480,what was the colour of the light on the cat s face at the end,2,8,DO,lights,white,red,orange,blue and red
2418283943,310,320,240,what is the relationship between the two people pouring water,4,0,DO,colleagues,fishes,parents,trainer trainee,couple
4628526478,2697,640,480,how are the people being transported,0,5,DO,ride horse and carriage,car,snowmobile,on scooters,truck
4932338665,621,320,240,which dog attacked first when they first got separated,3,5,DO,horns,white dog,girl wearing pink,black dog,owner and pet
5465138661,936,320,240,what is the baby wearing,4,6,DO,gloves,shirt,hat,suit,diapers
10701071663,2160,640,360,who feeds the goat near the end with his hand,2,11,DO,the man in green,woman in grey,boy in blue,woman in blue,the lady in black
3650010049,367,640,480,what is the relationship between the two girls,4,2,DO,colleagues,sisters cousins,sisters,siblings,friends
5033596068,735,640,360,how did the cat position herself in the video,4,4,DO,standing on its hind legs,sitting on the table,on owner s lap,with her toys,lying on cushion
4609514164,366,640,480,in what direction does the cub walk towards,0,5,DO,right,towards birds,towards friends,towards elephant,towards beach
11313345705,754,640,360,what is the colour of the phone,4,6,DO,navy blue,light brown,yellow and blue,white and red,black
12226111246,442,640,480,how did the people ensured that their faces and eyes are warm,1,3,DO,thick winter clothing,mask and sunglasses,cover his body fully,dressed in warm clothes,layers of blanket
4963357278,2697,640,360,what is the snake s body curled around,3,11,DO,lap,pink,pond,plant,stroller
10271616853,684,640,360,what animal is this,2,4,DO,black and white panda,rabbit,pig,cat,dog
2407844647,954,640,428,how did the people protect themselves from injury,3,0,DO,safety protection,using skiing sticks,standing in a line,helmet and vest,kiss one another
8106453629,2160,640,360,who are the people sitting right in front of the camera,0,8,DO,audience,man in red,babies in cot,girl in hat,lady in white
2906418594,2697,640,428,judging from the manner in which the child eats the cake how does the child feel about the cake,0,2,DO,tastes very good,cake,wants to catch finger,lettuce,couple
2581312980,1455,640,480,who else spoke other than the woman,2,11,DO,lady in middle,boy in floral,the 2 men in stripes,lady in scarf,mother of the kids
8292772418,570,640,360,what instrument is being played,2,8,DO,guitar,erhu,piano,flute,violin
11566764085,1764,640,480,what is the relationship between the boy and the lady,3,6,DO,father daughter,grandmother,colleagues,parent offspring,siblingsfriends
4629254613,1302,640,360,what color is the car parked in front of the small house,2,8,DO,blue,grey,red,black,white
4660653323,1012,640,480,what could be the relation between the group of people,2,4,DO,band member,roommates,family,classmates,colleague
8230812947,2697,640,360,what was the person at the end sitting on,0,8,DO,canoe,pillows,flowers,stone,ground
5852245290,855,640,480,what room in the house is this in,3,6,DO,kitchen,toielt,attic,bedroom,living room
8307248068,1678,640,360,what is the relation between the boy and the woman,1,5,DO,colleagues,parentoffsping,grandmother,siblings,neighbor
2677153721,1453,500,375,how does the child position the vacuum cleaner after using it,2,4,DO,pressing the buttons and exploring it,placed on the sofa,leave it to stand upright,hold on to toy car,put in trolley and push
6162188298,1557,640,426,how did the man with blue towel see the fishes clearly,2,3,DO,with a magnifying glass,bend down,spectacles,with a kaleidoscope,with a telescope
4677394937,2697,640,360,what is the man wearing over his shirt,3,8,DO,swimming ring,grey,presents,lifejacket,mask
3620971999,978,640,360,what is the relation between the man and lady sitting next to her,0,1,DO,couple,toilet bowl,team members,no to camera person,laptop
7727873522,628,640,360,what is the possible relation between the person holding the child and the child,4,4,DO,brothers,school mates,teacher student,classmates,parent and child
4073136069,1442,640,480,where is this place,4,7,DO,moutain,kitchen,playground,living room,classroom
7722027264,1658,640,360,what is the occasion,0,3,DO,wedding,performance,birthday celebration,dinner,celebration
5599511471,852,640,360,how did the man in black protect his head from injury,4,7,DO,cap,sunglasses,using the mouse,long sleeves,wear helmet
3477693010,1519,640,480,what is the relationship between the boy and the baby,0,3,DO,siblings,father child,parent and child,father and child,parentoffsprng
2921914199,1446,500,375,what is the relationship between the two persons,3,6,DO,parent offspring,school mates,colleagus,siblings,classmates
5327124144,808,640,360,how is the baby kept warm,4,0,DO,socks and long sleeves,long sleeve clothing,sit on cushion,wear more clothes,covered with towel
5435149690,2250,640,480,what is the audience drinking in front of the stage,4,3,DO,soup,beer,water,mint drink,alcohol
2446709374,618,640,428,which elephant crossed the road first,0,0,DO,big elephant,a speech,bedroom,lady with white beanie,husband
6511577863,2697,640,360,what was the colour of the drum,4,8,DO,brown,light brown,white,yellow,beige
6868234420,2382,640,426,how is the house stayed warm,2,4,DO,flow of water,turn on the hall lights,fireplace,warm cake,sealed windows
4422951968,1230,640,480,what is the relation between these people,2,2,DO,coworkers,birthday celebration,friends,parent offspring,chef
7506103208,1284,640,360,what is on the background behind them,2,10,DO,bright lights and smoke,buildings,flowers,a small house,wall
4164158586,1078,480,360,what is the relationship between the girl in green and the lady in white,0,1,DO,parent offspring,firends,using phone,doctor patient,student
5987596954,324,640,360,how did the man in blue see the dancer clearly,2,4,DO,binoculus,rub eyes,wear spectacles,take off spectacles,move closer
6062735262,1586,640,360,what is the animal shown in the video,0,9,DO,rabbit,elephant,owl,elephants,fish
5211085354,1521,640,360,which direction did the car make its first turn,3,3,DO,right,up,the train,left,down
9338319433,780,640,360,how did they protect their hands from rope burn,3,4,DO,wearing swimming goggles,wear safety helmet,wear thick clothing,wear glove,life vest
13513780604,1226,640,360,what is the relationship between the girl in white and the girl in pink,0,0,DO,sibling,mother child,pram,pom poms,baby
2457895589,1753,500,375,what is the gender of the audiences,0,6,DO,female,male,whatever,garden,party
5368527147,2010,640,480,what are the figures placed on the table,2,8,DO,trumpet,pens,toys,rope,chopsticks
7604314754,313,640,360,what acivitity is being carried out,2,5,DO,birthday celebration,musical performance,talking,sightseeing,parade
10083879466,682,640,480,what is the role of the two taller children,2,2,DO,siblings,one on the right,using arms to catch children,oxygen tank,nerf gun
4645880882,1515,640,360,what is the relation between the children,3,3,DO,twins,siblings,band members,classmate,friends
3212132295,1133,640,480,what is the colour of the dog,2,5,DO,white and red,grey,black,navy blue,blue
4894877618,781,640,480,what does the man in red use to take pictures of the race,1,9,DO,phone,camera,microphone,toy,computer
2676746482,1856,500,283,what is the lady outdoor holding in her hands at the end,0,9,DO,umbrella,food,pompoms,grooming brush,spade
12641085274,1495,640,480,how did the men protect their head from the sun,3,1,DO,helmet,protect eyes from sunlight,it s sunny,cap,beanie
3361625058,2697,640,480,how is the baby girl feeling at the end,1,8,DO,sad,happy,sleepy,boring,shy
12771145375,1085,640,360,what is the relationship between the man in white and the boy in grey,0,0,DO,parent offspring,backpack,coach and mentee,colleagues,mobile phone
3161384320,1576,640,480,what is the relationship between the two guys,2,8,DO,band mates,colleagues,friends,offspring,team members
2832642923,2247,500,375,what is the relation between the baby in blue and the girl in pink,1,3,DO,mother and son,sibling,friend,classmate,teacher student
8411367591,961,640,1138,how did the boy in stripped shirt keep his head warm,3,0,DO,wearing a cap,wear thick clothings,cover his body fully,beanie,blanket
8019115246,1102,640,1138,how did the lady protect her head from the sun,4,5,DO,by her hand,headband,stand in the shadows,winter beanie,wear bandana
6575303259,717,640,360,what occassion is this,0,7,DO,birthday party,marketing,action,fishing,camping
3899126726,2697,640,480,who is the audience watching the woman,2,9,DO,owner,stranger,deaf people since have sign language,man in yellow,someone in the audience
5255119112,2697,640,360,how does the lady in black position her arms at the end,1,7,DO,above her head,on her waist,on her knees,around a water bottle,on the microphone
5840213492,361,640,480,what do the men on bicycle do near the end,0,3,DO,make a jump,balance,motorbike can not move,aking a break,let the girl fly kite
3828553144,909,640,480,what does the man have in his hand,3,0,DO,watch,toy dianasour,horseriding,a bat,friends
5617607038,2457,640,360,how is the baby positioned at the start of the video,0,3,DO,on his stomach,on his shoulders,on a bed,in a cot,crawling on the floor
8493632488,1901,640,360,what does the man do as he shifted position,4,7,DO,monitor his hands,jump up,called for security personnel,ask for help,put his hands out
6595030215,466,640,360,what is a possible relationship between the man and the baby,3,9,DO,teacher student,band mates,siblings,father child,colleagues
9561963944,331,640,360,how did the people keep the place warm,0,6,DO,heater,jacket gloves long pants,wear long sleeves,wear coats,blanket
2597573446,604,500,375,how did the man paddling protect his head,3,0,DO,wish an oxygen tank,canoe,mat,wear helmet,using his hands
3096078017,1281,640,480,what appeared on the screen,2,6,DO,fish,band,letters,moutain,flags
7792142790,2101,640,360,what were the colours of the outfit worn by the girl and the boy,0,5,DO,pink and grey,grey and purple,red and blue,white and blue,pink and black
6297374320,303,640,360,what are they carving on,2,5,DO,ice,apples,pumpkin,snow man,eggplant
5117238646,1060,600,400,what is the relationship between the people on stage,2,10,DO,father offspring,performers,competitors,team members,classmates
12418127963,683,640,360,what is the colour of the boat that the man in red was on,2,6,DO,white and red,beige,blue,green,black and red
8627085193,1168,640,360,what is the colour of the clothes bag,1,9,DO,white and brown,pink,navy blue,grey,black and red
2885991220,2697,500,375,what was being shown in the video,0,3,DO,swimming,performance,flags,birthday party,computer screen
6953922501,256,640,360,what activity is this,4,4,DO,table tennis,basketball,yoga,football,rugby
5292466003,2697,640,480,who slides farther at the end,2,4,DO,lady in blue,woman in grey,lady with sunglasses,taller boy,both of them
3269139059,2697,640,480,what is the relationship between the man and woman,3,1,DO,father daughter,father and child,dance partners,couple,grandparent offspring
3336398510,1693,640,480,how does the man in red protect himself,2,4,DO,wear slippers,run away,wear helmet,control his computer,kiss the lady
6349106171,1780,604,1072,how are the people in the crowd generally feeling in the scene,0,3,DO,serious,happy,no reaction,upset,delighted
4400119620,480,640,360,which person linked arms with the bride,0,9,DO,bald man,couple,mother and child,offspring,grandmother and grandchild
7980036093,796,640,360,what instrument is being mimicked,0,7,DO,keyboard,karaoke,drum,piano,guitar
6655382451,2160,640,424,how did the lady in brown see clearly,2,1,DO,microphone,wear kimono,spectacles,use machine,reading from the paper
12297528943,440,640,1138,which side of the shoe did the kid wear first when he is trying to wear shoe,1,3,DO,parent offspring,right side,bracelet,left side,brush his teeth
4533035526,2401,640,360,what is the relationship between the girl and the adults,4,5,DO,teacher student,band member,friends,couple,parent offspring
3126453673,475,640,480,what does the lady hold in her hand at the end,1,3,DO,tidy bear,tickets,pet dog,music script,birthday gift
6812027210,632,640,360,how is the baby positioned,2,6,DO,in the man s arm,in baby cot,sitting on baby chair,on sofa,laying on the ground
2448077748,2697,640,360,what is the relationship between the woman and the girl,1,0,DO,friend,parent offspring,teacher and student,team member,grandparent and grandchild
2512546598,358,320,240,how did the man in black jacket protect his head from injury,4,0,DO,hand gestures,carry,slong sleeves,spectacles,helmet
9711642332,1206,640,360,what are the colours of the outfit worn by the women,3,1,DO,orange and yellow,purple,black and blue,blue and grey,green and red
3098368505,2694,640,480,what is the man holding in his hands,4,0,DO,bowl,toy dianasour,cards,horseriding,presents
3313869727,2109,640,428,how are the woman and man related,0,1,DO,couple,dance partners,team member,colleagues,grandparent offspring
8629560702,2697,640,480,what is on the wall behind the men,4,9,DO,calendar,tripod,formal attire,dog s paws,poster
8577698446,343,640,360,what is the woman behind the girl trying to do with the chair,1,3,DO,babysit,fix chair,protect her,making friends,to break food smaller
4435636970,616,640,362,what is the relationship between the man in blue and the man in sunglasses,2,0,DO,unrelated,teacher,friends,controller,backpack
2819625102,1069,500,375,what is the relationship between the men in the room,3,4,DO,performers,team member,siblings,friends,parent offspring
5617607038,2457,640,360,what is the baby lying on,0,9,DO,blue mat,wheeler,bathtub,yellow mat,orange pillow
3138140250,1504,640,360,judging from the video where are the people at,2,7,DO,pool,bath room,airport,living room,train station
8306224570,484,640,430,what is the relationship between the ladies,0,3,DO,friends,employee and employer,teacher and student,grandparent and grandchild,parent and child
7455021774,1890,640,362,how is the baby feeling in this video,4,1,DO,hungry,sad,happy,angry,sleepy and bored
8409447027,1697,640,360,how did the people kept themselves warm,4,1,DO,wear warm clothes and gloves,wear coats,put on blanket,wear sweater,jacket gloves long pants
9935454173,1197,640,360,how is the black dog positioned at the beginning of the video,4,2,DO,raise his hands,biting it,bite toy,points in the intended direction,lying in the tunnel
2432458239,517,640,480,how did the lady protect her hands from the crab,0,4,DO,carry crab on plank,keeps moving her hand away,cap,gloves,mask
5459684550,1272,640,480,what is the colour of the beanie the man wore,4,7,DO,black,white and brown,green,yellow,blue
2973742871,1019,640,480,how does the baby stand up from her kneeling position,4,9,DO,hold by man,move his legs,hold by lady,hold onto side of the sofa,use table as support
2471845614,1670,640,480,what event is being held,3,0,DO,family gathering,discussion,introducing the hall,wedding,birthday celebration
8106453629,2160,640,360,what is the lady in black in front of the stage looking at,4,0,DO,cup,train stations,the white door,peaches,performance
