video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
3869279335,1225,640,480,where is this happening,3,10,DL,bedroom,living room,by a lake,outdoors,bicycle park
5967694182,734,640,360,where are the kids playing,3,8,DL,on stage,backyard court,forest area,pool,playliving area
9644544603,1320,640,360,where is this video taken,3,2,DL,mountain,bedroom,sheltered area,garden,construction site
6048665840,679,640,360,where is this place held at,1,3,DL,kitchen,restaurant,dance studio,outdoors,river side
7370954858,1081,640,360,where are the people hanging out,3,8,DL,room,outdoor porch,bus,home,auditorium
6359276855,1980,640,480,where are the dogs hanging out,2,7,DL,sofa,roadside,field,kitchen,house
2639992900,930,640,480,where is this video taken,3,6,DL,park,kitchen,ballroom,neighbourhood,construction site
10603116744,744,640,1138,where is this video taken,0,6,DL,home,bedroom,living room,construction site,supermarket
4669303210,1011,640,480,where does the child ride the cycle,0,5,DL,side walk,living area,beach,backyard,on a couch in living room
2800751485,518,640,480,where is the creature positioned,0,4,DL,in a cave,studio,amusement park,archery practice,bathroom
8339742435,1207,640,360,where is this happening,3,9,DL,in the middle of the sea,classroom,bus,living room,swimming pool
6295769642,2697,640,360,where is this video taken,1,6,DL,lake side,stage,jungle,road,kitchen
5228892128,2600,640,360,where are the people having their meeting,0,7,DL,room,forest,street,dining table,road
7751455900,2697,640,1138,where is this,2,4,DL,indoors,outdoors,home,aracade,field
2909898562,628,640,480,where are the people hanging out,1,6,DL,waterfall,backyard,outside a building,house,studio
5278313911,1096,640,480,where is this video taken,0,11,DL,living room,on the plane,ballroom,forest,outside
4752565625,1779,640,480,where is this video taken,2,4,DL,dining table,sea,outside,bedroom,ballroom
12843838795,4454,640,360,where do the people carry out the activity,4,11,DL,room,bar,ring,clinic,ice field
8106453629,2160,640,360,where is this video taken,0,2,DL,church,lake side,kitchen,indoors,jungle
9788485073,562,640,360,where did the woman touch after turning around,2,0,DL,eyes,phone,nose,ice-cream,balls
5047997131,641,640,360,where is this video taken,3,6,DL,playground,park,road,living room,studio
3367429683,600,640,480,where is this video taken,0,4,DL,bench,supermarket,ballroom,outdoors,playground
6429422487,662,640,360,where are the people hanging out,0,3,DL,office,hospital room,home,grass,bedroom
11841865713,675,320,240,where are they at,4,9,DL,river,park,field,hospital room,indoors
2576998446,2188,320,240,where is this video taken,4,9,DL,dancing hall,studio,lake,ballroom,living room
6883644517,1079,640,480,where is this,0,10,DL,home,restaurant,classroom,childcare,playground
2509406389,2697,500,375,where is this video taken,0,6,DL,toilet,road,house,stage,mountain areas
5856823706,830,640,480,where is the video taken,3,6,DL,park,carnival,outdoors,living room,outside house
8727084602,2654,640,360,where is this video taken,4,9,DL,construction site,outside,park,roadside,bedroom
5859141191,1474,640,360,where are the boy and the baby dancing and jumping,3,9,DL,in front of the television,sea,kitchen,house,pool
4124709982,2325,640,360,where are the dogs and the lady hanging out,2,7,DL,field,outdoor,in house,by a stream,garden
4227122551,756,320,240,where is this happening,1,10,DL,by a lake,living room,under water,restaurant,playing with the piano
7362138272,779,320,240,where could this be happening,3,7,DL,school,hospital,zoo,road,dining room
5323209509,1149,640,480,where are the people hanging out,0,9,DL,home living room,ancient site,lawn,kitchen,snow mountain
10701071663,2160,640,360,where are the goats present,3,10,DL,room,field,kitchen,garden,backyard
10404575853,1916,640,480,where are the boys hanging out,4,10,DL,restaurant in a mall,neighbourhood,outdoors,hallway,pool
5723239246,1255,640,480,where is this occurring,2,9,DL,golf court,snow field,bedroom,ski hill,forest
5042559752,1163,640,480,where is this happening,3,7,DL,on the road,living room,kitchen,dance studio,by the sea
3802656968,1482,480,352,where did the lady in white picked up the snake from,0,5,DL,container,stage,backyard,noodles,next to the lady
5542298519,2100,640,360,where is this place,0,8,DL,farm,restaurant,gym,porch outside house,dirt field
3960090482,762,320,240,where are the dogs walking,2,7,DL,back of its head,field,park,at home,bedroom
9649740430,855,640,360,where are they,0,7,DL,factory,farm,home,childcare,surf pool
4904173487,1801,640,480,where is the video being taken,3,8,DL,classroom,sea mall,backyard,kitchen,food stall
5231353095,982,568,320,where is the light source,3,0,DL,stairs,carpark,field,the side,torchlight
3815035749,750,640,480,where is this place,1,5,DL,studio,farm,living room,mountain,classroom
8356440828,1843,640,480,where are the people hanging out,3,5,DL,living area,ancient site,road,beach,playground
6298848190,1172,640,360,where are the people hanging out,0,6,DL,garden,road,swimming pool,home,snow mountain
6141589438,2697,640,360,where are the people swimming,2,11,DL,ocean,puddle,river,hotel pool,desert oasis
3606486345,1800,320,240,where is the chicken at,4,6,DL,grass patch,bedroom,on the chair,cutting board,kitchen
2625491104,389,500,375,where is this video taken,2,10,DL,mountain top,kitchen,by a lake,carnival,dancing hall
6115756391,1233,640,360,where does the man touch the brown donkey,3,1,DL,tail,belly,back,nose,legs
3641992728,657,640,480,where are the people hanging out,1,7,DL,outside a building,living room,bus,home,lake
4760692619,989,640,480,where is this video taken,0,8,DL,room,ballroom,backyard,playground,mountain
7975501292,1601,640,360,where is this happening,0,9,DL,park,home,outdoors,bowling alley,outdoor
5308844630,1755,640,360,where is this video taken,3,7,DL,construction site,kitchen,forest,along the road,dancing hall
6043147104,1993,640,480,where is this video taken,0,4,DL,bedroom,zoo,playground,lab,forest
3143247956,1658,320,240,where are they playing the game,1,11,DL,in the sea,sports hall,in his room,stairs,blessing
9740013012,496,512,384,where does this takes place,0,5,DL,study room,bouncy castle,aracade,in outdoors,playground
5645441722,1350,640,360,where are the children hanging out,4,6,DL,on stage,bed,baby crib,play ground,stairs
3298468604,856,640,480,where are the people hanging out,2,10,DL,garden,studio,balcony,hospital room,grassland
4688734758,1666,352,288,where is the girl,1,3,DL,outdoors,living room,dance studio,dining table,toilet
9006196661,2060,640,360,where is this happening,1,8,DL,bus,living room,bowling alley,wooded areas,trail
10786013204,343,640,360,where are the food containers kept,1,9,DL,home,on the table,desert,in a cave,stage
9299671279,803,640,360,where is this happening,4,7,DL,skate park,trail,beach,backyard,tourist place
6435588567,1304,640,360,where is this video taken,0,4,DL,hospital,backyard,living room,dancing hall,dining table
3667765413,1170,640,480,where is this video taken,0,9,DL,kitchen,boxing ring,computer table,classroom,dinning table
2918931832,898,320,240,where is this happening,0,10,DL,on stage,on the road,car,outdoor,backyard
6802334169,2130,640,480,where is this video taken,3,8,DL,outside,sheltered area,bedroom,stage,outdoors
4084202425,693,640,360,where is this place,3,8,DL,wedding hall,in a building,theatre,living room,dog event
8615954968,469,640,360,where are the dogs hanging out,1,5,DL,sofa,garden,outdoors,carpark,kitchen
5671338931,330,640,480,where is this video taken,0,6,DL,living room,roadside,outside,playground,farm
12208961114,1358,640,360,where is this place,4,8,DL,home,playground,wedding hall,mountain,living room
3558218572,583,640,480,where is this place,2,4,DL,field,zoo,restaurant,playground,road
4437776075,2370,640,360,where is the baby hanging out,0,6,DL,bathtub,on stage,bedroom,along the road,along the roadside
11606895084,973,512,384,where are the kids hanging out,1,6,DL,on stage,living room,aquarium,home,carousel
3973097072,565,640,480,where is this video taken,3,6,DL,studio,house,mountain top,sea,by a lake
5769549970,1131,640,360,where is this happening,4,11,DL,outdoor,office,mountains,home,roadside
5228329870,2250,640,480,where is this video taken,2,6,DL,sea,speech event,living room,park,stage
3557607884,1044,640,480,where are the man in the water and the boy with the red float heading,1,5,DL,living room,the side of the pool,the lady,fish tank,outside house
4025182492,1028,640,480,where is this happening,4,8,DL,karaoke room,hiking place,swimming pool,bowling alley,farm
6408695979,947,272,480,where is the baby playing with his toy,4,5,DL,in the playing area,house floor,kitchen,dining table,on a bed
3736642934,937,640,360,where are the people hanging out,3,8,DL,lawn,kitchen,lake,train,road
5890846203,805,480,640,where is this video taken,4,7,DL,hospital,room,garden,along the streets,playground
2885656050,449,500,283,where is this video taken,1,9,DL,forest,baseball field,stage,sheltered area,living room
3935413118,1455,640,362,where are the man and the cat hanging out,0,9,DL,living room,forest,on the chair,laptop keypad,cage
7413414484,695,640,480,where is this happening,1,9,DL,in the sea,house,forest,trail,kitchen
4861891761,432,640,360,where is this happening,2,6,DL,restaurant,hiking trail,work place,outdoors,by a pool
8604358723,1761,640,360,where is this video taken,2,8,DL,computer table,outdoors,home playing room,stage,backyard
5343144349,781,640,360,where is this scene captured,1,8,DL,water park,kitchen,playground,archery practice,side of a road
4342755654,2062,320,240,where are the children hanging out,2,9,DL,kitchen,office,living room,home,at a park
8160552920,1457,604,1072,where is this place,2,6,DL,classroom,field,floor of the house,outside a house,kitchen
4653911781,783,640,480,where is this happening,2,9,DL,karaoke room,hiking,living room,outdoors,on the road
5558701375,2697,480,640,where could this be happening,1,11,DL,supermarket,outdoors,restaurant,roadside,beach
8854283528,806,640,360,where is this video taken,0,3,DL,house,computer table,field,outdoor,road
2522592670,1745,640,480,where are the people hanging out,4,5,DL,bus,outside house,playground,lake,dining hall
6591879935,1783,640,480,where is this place in the room,0,8,DL,living room,zoo,obstacel c ourse,porch outside house,playground
4042316957,1202,640,480,where are the people hanging out,2,7,DL,bedroom,classroom,swimming pool,garden,hospital room
6623776437,1069,640,384,where is this video taken,4,8,DL,stage,grassland,ball room,sea,home
6372875655,1115,480,640,where are the kids drinking milk from,1,9,DL,crib,their bottles,living room,on her shirt,baby seat
5838216932,2232,640,480,where is this video taken,3,7,DL,speech event,kitchen,lake side,classroom,playground
8480330992,939,640,360,where is this,4,8,DL,living room,farm,forrest,aracade,childcare
6359353825,1350,320,240,where are the people carrying out the activity,0,10,DL,ring,fish farm,clinic,park,ice field
5368243767,1679,640,1138,where are they,0,7,DL,office,gymnasium,classroom,forest,outdoor
3747276467,2697,640,480,where was the child at,2,5,DL,her crib,surf pool,garden,bedroom,outside a house
5561222704,1458,640,360,where is this happening,0,6,DL,playpan,trail,forest,outdoors,bedroom
2921914199,1446,500,375,where is this happening,0,11,DL,backyard,playground,bus,bowling alley,room
4516647839,1656,640,480,where is this happening,1,10,DL,performance practice,bedroom,kitchen,restaurant,by a lake
4015467653,1768,640,360,where is this place,1,9,DL,outdoors,house,studio,outside a house,bus terminal
5334449560,834,640,480,where is this happening,1,10,DL,wooded areas,house,mountain,park,footpath
3165088958,1395,640,480,where is the activity being held,2,11,DL,car,jungle,stairs,restaurant,beach
5849618622,1800,640,360,where is this video taken,1,10,DL,boxing ring,backyard,speech event,park,by a lake
6380588875,2098,640,360,where is this video taken,2,8,DL,playground,carnival,home,studio,park
5991628432,548,320,568,where is this happening,0,7,DL,living room,on the road,trail,karaoke room,in the sea
4508198731,1161,640,480,where is the baby hanging out,1,6,DL,in walker,house floor,along the road,along the roadside,bathtub
4523714689,1123,360,480,where are the man and baby,4,7,DL,lake,near waterfall,playground,car,dining room
12557550424,1260,640,360,where did the people perform at,1,7,DL,carpark,event hall,playground,concert stage,classroom
12212857646,1171,640,360,where is this happening,1,11,DL,wooded areas,in outdoors,bus,karaoke room,classroom
4260219179,1960,640,480,where are the dogs hanging out,0,0,DL,snow wild,room,carpark,grass patch,garden
5277343380,2467,320,240,where are the girls hanging out,1,6,DL,by a stream,dance studio,park near monument,living area,beach
7124177075,1416,640,360,where is this place,4,7,DL,bedroom,outside a house,mountain,a hut,restaurant
3250003096,1010,640,480,where is this taking place,4,0,DL,the jungle,kitchen,bus,in the middle of the sea,in the house
8733460386,1008,640,360,where are the people hanging out,0,5,DL,tent,lake,room,hospital room,home
6595030215,466,640,360,where could this be happening,1,10,DL,hospital,in house,restaurant,museum,pavement
4399688985,2098,640,480,where are the people hanging out,3,11,DL,forest trail,park,studio,play area,house
5750856844,673,640,480,where is this video taken,0,1,DL,car,park,carnival,train,kitchen
6793728246,1453,640,480,where is this video taken,3,1,DL,studio,playground,on the plane,zoo,dancing hall
5019610072,2202,640,360,where is this video taken,0,6,DL,backyard,on the plane,computer lab,forest,playground
2815147671,1234,640,480,where is this video taken,3,9,DL,grassland,road,snow mountain,club,room
5352412169,889,640,360,where are the people,4,8,DL,clinic,amusement park,classroom,gym,kitchen
9511286003,855,640,360,where is this video taken,2,9,DL,lake,ballroom,at the beach,playground,forest
2432368168,807,320,240,where is this happening in,2,5,DL,pavement outside,residential area,aracade,in the middle of the sea,bowling alley
2937016891,484,500,375,where are the man and girl hanging out,3,3,DL,beach,living room,shopping mall,park,clothe store
5757232720,2697,640,480,where is this video taken,3,9,DL,snow mountain,dancing hall,computer table,kitchen,beach
7005323824,928,568,320,where are the children and the woman eating ice cream,4,5,DL,kitchen,park,beach,outside house,resturant
8013531249,502,640,360,where are the boys hanging out,4,10,DL,pool,beach,bedroom,living room,classroom
7046073047,1456,640,360,judging by the equipment where is this taking place,4,5,DL,piano room,swimming pool,living room,showroom,farm
7576372286,909,640,480,where is this video taken,0,8,DL,bathroom,speech event,room,backyard,forest
6406759411,431,568,320,where is this happening,3,7,DL,hiking trail,outdoors,runway,house,dog training facility
7398677644,1335,272,480,where is this video taken,2,3,DL,computer table,road,horse stable,room,mountain areas
4198283989,1877,640,480,where is this happening,0,9,DL,karaoke room,park,forest,stage,kitchen
3429413032,551,320,240,where is this happening,4,10,DL,kitchen,lecture hall,hiking trail,highway,living room
6913658789,2433,640,360,where are the baby and woman at,3,8,DL,zoo,library,mat,bedroom,restaurant
3471449291,2158,640,480,where is this happening,2,10,DL,river,house,kitchen,playground,living room
8522601779,1159,640,360,where are the peope hanging out,0,7,DL,train,balcony,living room,hall,swimming pool
5571958942,375,640,360,where could this be happening,2,6,DL,road,ship,park,function room,school
5996342347,697,640,360,where are the children hanging out,1,3,DL,balcony,outside,dance floor,stairs,baby crib
9246610660,450,640,640,where are the girl and the cat hanging out,0,6,DL,near a sidewalk,on the keyboard,living room,house,ledge
6937124265,781,640,480,where is this video taken,1,6,DL,road,living room,mountain areas,computer table,lake side
2401981865,855,640,480,where could this be happening,0,11,DL,home,shop,dining room,barn,zoo
3025913649,2157,640,480,where is this video taken,2,4,DL,dancing hall,along the streets,living room,on the plane,outdoor
7495147322,339,640,360,where are the people hanging out,2,6,DL,grass,outdoor porch,on water,hospital room,studio
4354621230,840,640,360,where is this video taken,3,1,DL,dancing hall,room,computer table,searching for food,snow mountain
6203691482,975,640,360,where could this be happening,3,8,DL,farm,living room,road,workshop,front porch
4610034365,883,640,480,where is this video taken,4,8,DL,supermarket,studio,mountain,bedroom,stage
3085359829,1553,384,288,where is this place,4,8,DL,wedding hall,outdoors,field,restaurant,playground
4038861632,1447,640,428,where is this place,0,9,DL,house,in a building,studio,gym,field
6062735262,1586,640,360,where is this video taken,0,7,DL,outdoors,living room,hospital,train,toilet
4889819391,385,640,480,where is this happening,2,8,DL,hiking,office,field,residential area,in the middle of the sea
4731367454,2419,640,480,where is this happening,1,10,DL,on the road,theatre,in the day,trail,classroom
3619170801,1098,640,480,where is this video taken,2,7,DL,in house,dancing hall,supermarket,computer table,kitchen
4403191162,1631,480,640,where are the people hanging out,4,10,DL,bus,snow mountain,swimming pool,hospital room,living room
3990716415,1806,480,360,where are the people hanging out,3,8,DL,classroom,garden,bus,living room,beach
4443349080,1550,640,360,where is he playing the ball,0,10,DL,backyard,playground,sports hall,living room,forest area
5905219329,300,640,362,where is the man hanging out,3,6,DL,in his backyard,near waterfall,on water,classroom,lake
2914028294,2515,320,240,where is this video taken,1,6,DL,ball room,hospital,kitchen,carnival,backyard
3753427644,2697,640,480,where is this happening,2,9,DL,backyard,footpath,living room,car,garden
9776467646,631,640,1138,where is this happening,3,8,DL,house,garden,toilet,swimming pool,room
4805511103,1621,568,320,where is this video taken,0,7,DL,sheltered street,boxing ring,mountain areas,ball room,backyard
2715559289,2273,640,480,where are the people hanging out,1,8,DL,kitchen,house,beach,outdoor porch,lake
4710412048,1247,640,360,where are they dancing,0,10,DL,carpark,forest area,outdoor,on stage,living area
8754368328,484,640,360,where are the people hanging out,1,7,DL,park,kitchen,water fountain,classroom,zoo
7390605748,714,640,360,where is this video taken,0,7,DL,home,studio,supermarket,unsheltered area,bedroom
4302198168,647,640,360,where is this happening,0,6,DL,footpath,kitchen,on the street,park,living room
9247615457,1899,640,360,where is this happening,4,9,DL,field,zoo,mountains,by a lake,living room
5607388477,1273,640,480,where is this taking place,2,5,DL,outdoor,park,water park,in the sea,classroom
3192619327,2697,640,480,where are the people hanging out,1,10,DL,classroom,at a house,grassland,waterfall,outdoor porch
3196912028,1368,640,480,where is this place,3,8,DL,their house,theatre,grassland,classroom,living room
3650010049,367,640,480,where is the activity being held,0,5,DL,on water,car,field,studio,jungle
6888660962,639,640,1138,where is this occurring,4,9,DL,road,dining room,stage,playground,living room
6779959631,441,640,360,where is place shown in the video,0,3,DL,airport,officeworkplace,restaurant,dining room,classroom
5599703390,1535,640,360,where is this happening,2,8,DL,classroom,car,stage,in the bar,bus
13970738822,2362,640,360,where is this place,2,7,DL,train station,restaurant,lake,stage,near a staircase
8726199251,328,640,360,where is this place,0,7,DL,beach,house floor,kitchen,playground,bedroom
3133961152,1434,640,480,where is this happening,0,9,DL,living room,stage,in the middle of the sea,swimming pool,hiking place
12158830025,1369,640,360,where is this happening,0,10,DL,on a frozen ocean,trail,road,room,river
5391529619,962,640,480,where is the video taken,2,1,DL,lakeside,forest,indoors,park,car
6487370503,845,640,360,where is this happening,1,7,DL,stage,living room,outdoors,trail,forest
11973479386,528,640,424,where could this be happening,1,1,DL,outdoor,room,dining room,grass patch,workplace
6298232883,990,640,480,where are they performing on,0,5,DL,stage,garden,pool,bar,in the sea
3239829542,1592,640,480,where is this taking place,2,4,DL,field,bus park place,park,bedroom,swimming pool
4187230042,513,640,480,where is this happening,1,10,DL,footpath,classroom,hiking,in the sea,office
5368363137,1320,640,360,where are the people hanging out,3,7,DL,forest,playground,cinema,kitchen,dance studio
2974908351,1500,640,480,where is this video taken,2,8,DL,road,house,outdoors,sheltered area,jungle
6003229163,1660,640,1138,where is this video taken,4,7,DL,dinning table,garden,room,beach,forest trail
3336398510,1693,640,480,where is the man parachuting,1,8,DL,net,field,classroom,golf course,stage
9578365556,740,640,360,where is this video taken,2,4,DL,sofa,room,outdoors,track,field
7033407269,1332,640,360,where is this video taken,1,7,DL,train,restaurant,stage,backyard,on the plane
2504514045,2422,480,272,where is this video taken,3,5,DL,mountain top,ball room,by a lake,bedroom,park
5041383030,2697,320,240,where is this video taken,4,6,DL,mountain top,beach,kitchen,playground,living room
3551756088,406,352,288,where are the boys hanging out,4,3,DL,forest,field,pool,balcony,outdoors
3593269807,2250,480,360,where is this video taken,4,8,DL,jungle,backyard,speech event,playground,court roomroom
6162188298,1557,640,426,where is this video taken,3,6,DL,in house,playground,field,sea,stage
7095619943,1679,640,360,where is this video taken,1,7,DL,outdoors,bedroom,grassland,sheltered area,park
2955799879,2266,500,375,where are the cats and the lady hanging out,0,10,DL,home,cupboard,on a pillow,on the chair,toilet
9048441759,1860,640,480,where is this video taken,1,1,DL,indoors,underwater,mountain top,lake side,dancing hall
3784688175,2181,640,480,where are the people hanging out,3,11,DL,lake,kitchen,grassland,living room,forest trail
3037583268,976,640,480,where is this video taken,0,8,DL,pier,lake side,indoors,road,sea
4024781559,2302,320,240,where did the people put their papers on,4,4,DL,chair,table,desk,sofa,laps
2615323477,2325,640,480,where is this video taken,0,7,DL,home,beach,ball room,park,sheltered area
4021051256,2697,640,480,where is this video taken,0,8,DL,outdoors,speech event,living room,boxing ring,kitchen
4850672344,744,640,424,where is this happening,3,5,DL,bedroom,horse farm,classroom,mountains,theater
6134739139,1969,640,480,where is this video taken,0,6,DL,in house,studio,stage,backyard,speech event
8362738653,1065,640,360,where are the people cycling,1,8,DL,lake side,contryside,desert,city street,forest
3472706332,1075,640,360,where are the man and the dog hanging out,4,6,DL,yard,snow wild,grass patch,couch,park
10793023296,1064,640,360,where is this happening,2,10,DL,bus,car,grass area,road,office
4820521883,540,640,360,where is this happening,4,9,DL,home,karaoke room,in the day,footpath,swimming pool
6449113119,1439,640,360,where is this video taken,2,6,DL,ball room,boxing ring,beach,by a lake,dancing hall
3187386650,388,640,480,where is this video taken,2,6,DL,house,indoors,road,stage,on the plane
8230812947,2697,640,360,where was this,1,7,DL,field,lake,swimming pool,beach,factory
6873577415,1215,640,480,where is this happening,0,9,DL,kitchen,bar,room,in the day,lake
5280626374,1056,640,480,where is the boy standing,3,8,DL,lake,roadside,in the boat,living room,zoo
2958846173,1149,640,480,where did the person placed the coke,3,8,DL,on the chair,on the plane,living room,on the table,in a restaurant
6045074723,367,640,360,where are the boys sitting,3,9,DL,pool,living room,classroom,in the boat,playground
9495169564,1920,640,360,where is this,3,8,DL,living room,indoors,home,horse enclosure,classroom
5840213492,361,640,480,where is this video taken,0,5,DL,forest trail,beach,hospital,class,kitchen
11003460806,1035,640,480,where is this place,3,7,DL,zoo,a hut,golf course,studio,outdoors
6810821214,810,640,362,where are the people at,1,5,DL,dancing,living room,office,home,park
4391896358,650,640,480,where is this video taken,1,11,DL,computer table,hospital,along the streets,classroom,ballroom
3160466137,918,640,480,where is this video taken,4,7,DL,road,ballroom,dancing hall,speech event,bedroom
3597691357,1073,640,480,where is the man in red sitting,0,7,DL,beside the window,restuarant,the lady s lap,no,baby seat
4795622796,1392,640,360,where is this video taken,3,5,DL,speech event,outside,park,living room,road
5435156153,2106,640,1138,where are the people hanging out,2,8,DL,lawn,kitchen,room,outdoors,auditorium
3469347353,2158,320,240,where is this video taken,3,3,DL,outside,construction site,sea,living room,dining table
6039860557,951,640,360,where is this happening,2,10,DL,park,backyard,living room,kitchen,hospital
4527426680,592,640,360,where are the people hanging out,4,10,DL,house,living room,outside a building,park,ikea
5570785480,1306,640,360,where is the video taken,3,5,DL,in the zoo,forest,jungle,home,mars
5909774623,773,320,240,where are the guys at,4,4,DL,forest,fish farm,workshop,classroom,living room
2999618373,704,320,240,where is this place,0,7,DL,living room,waterfall,stage,train station,park
6239442029,165,640,480,where is this video taken,0,4,DL,classroom,gym,roadside,outdoors,footpath
2723196432,967,640,480,where is this video taken,2,8,DL,sea,sheltered area,outdoor garden,dancing hall,in house
7354042444,2697,640,360,where is this video taken,1,1,DL,road,track,field,on the plane,train
6952126784,901,640,480,where are the dogs hanging out,0,8,DL,room,bed,cage,field,forest
6115756391,1233,640,360,where could this be happening,1,7,DL,restaurant,roadside,room,park,farm
7722027264,1658,640,360,where is this video taken,2,8,DL,on the plane,playground,outdoors,forest,computer table
3249073529,1077,640,480,where is this happening,0,10,DL,house,roadside,mountains,restaurant,in the day
3997525404,1561,640,480,where is this place,3,8,DL,zoo,their house,dirt field,backyard,mountain
2547045867,2280,640,360,where is this happening,3,10,DL,cinema,room,in the sea,road,car
3295715150,312,320,240,where is this video taken,2,5,DL,house,hospital,outside,swimming pool,park
2957162127,574,320,240,where is this happening,2,8,DL,beach,kitchen,dolphin park,hospital,river
7585333734,1436,640,480,where are the people performing,0,7,DL,on the streets,dancing,a park,bar,event hall
12357929995,1878,640,360,where is the man in red sitting,0,9,DL,chair,street,mobile,workshop,fountain
5182578763,915,640,480,where is the machines moving,4,8,DL,clinic,ice field,in a cave,playground,on table
6502487733,405,640,1138,where is this video taken,1,4,DL,classroom,home,supermarket,speech hall,backyard
2435128613,1237,500,375,where is this happening,0,9,DL,zoo,home,bedroom,backyard,stage
5374381004,950,568,320,where is the dog hanging out,3,7,DL,outdoors,chair,roadside,house,on the table
3843663025,546,640,360,where is the child learning how to ride,2,9,DL,lying,play area,backyard,playground,baby crib
5211085354,1521,640,360,where did the car turn when it reached the end at the end of the video,2,4,DL,airport,desert,left out of the gate,road,food stall
6700025711,1080,640,480,where could this be happening,0,11,DL,living room,pavement,restaurant,roadside,outdoor
3696878746,1920,640,480,where could this be happening,4,7,DL,park,in house,living room,in a shop,outdoor
4484139222,1190,640,480,where are the people gathering,1,10,DL,field,stage,room,golf course,concert
5154656564,722,640,360,where is this video taken,1,2,DL,seaside,classroom,cafeteria,prison,jungle
8267897544,930,640,360,where is the place of their performance,1,7,DL,side of a road,room,blessing,river,park
8624212542,2325,640,360,where are the penguins hanging out,2,5,DL,indoors,cage,rocks,floor,bed
5908775517,1370,640,480,where are they likely to be ,2,3,DL,car,garage,stage,pool table,gym
2869457864,1063,500,375,where is this happening,3,8,DL,forest,karaoke room,wooded areas,in the house,on the road
5358657883,961,640,480,where are the people at,1,11,DL,in the sea,amusement park,bus,living room,forest
5699224686,2697,640,480,where could this be happening,1,10,DL,roadside,front porch,school,farm,in a shop
10206418696,950,640,480,where is this happening,4,6,DL,home,backyard,on the road,classroom,living room
3704405619,2196,640,512,where is this happening,1,5,DL,bedroom,horse farm,bar,kitchen,mountains
4745820654,2021,640,360,where is this video taken,0,4,DL,sofa,outdoors,roadside,dinning table,supermarket
7835628046,1773,640,360,where is this,2,9,DL,restaurant,on a roof,home,childcare,laboratory
3874789174,1095,640,360,where can this happen,4,8,DL,cattery,outdoor,workplace,road,classroom
3314562517,909,640,480,where is this video taken,4,1,DL,ballroom,speech event,backyard,construction site,airport
7967750522,342,640,360,where are the men hanging out,4,5,DL,room,toilet,roadside,beach,fountain
2449977205,612,640,480,where is this video taken,0,7,DL,beach,construction site,roadside,outside,sheltered area
6194807654,2124,640,360,where are the man and the lady,1,4,DL,office,the woods,indoors,garden,golf range
2469129438,897,320,240,where is this happening,4,4,DL,classroom,office,outdoor,car,karaoke room
3419165274,602,320,240,where is the woman working,2,6,DL,golf range,outdoors,on her dining table,play room,inflatable pool
2729135977,2697,640,480,where are the people hanging out,0,10,DL,garden,home,room,outside house,swimming pool
4534736385,1315,640,480,where are the children hanging out,4,5,DL,living room,classroom,house floor,playground,aquarium
2767650256,1377,640,480,where are the people at,0,6,DL,fish farm,bar,screen,stairs,bus
8114720332,1359,640,480,where could this be happening,1,10,DL,outdoor,living room,restaurant,function room,road
